dataset,network,strategy,strategy_label,info_label,info_name,mean_num_shared,mean_total_shared_ratio,mean_num_viewed,mean_total_viewed_ratio,mean_num_fst_viewed,mean_total_fst_viewed_ratio,degree_level,cluster_level,attachment_edges_m,target_avg_degree,triad_probability,requested_seed,actual_seed,config_path,graph_path,num_nodes,num_edges,avg_degree,avg_clustering,transitivity,largest_connected_component_ratio,max_degree
powerlaw_degree_cluster,pdc_deg40_low_seed1,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,124.88,0.12488,3307.35,3.30735,2642.81,2.64281,deg40,low,20,40,0.0,20261720,20261720,v2/test_2/network/network-pdc_deg40_low_seed1.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed1/edgelist.txt,1000,19600,39.2,0.09362552065351377,0.09149645826708794,1.0,251
powerlaw_degree_cluster,pdc_deg40_low_seed2,balance,"Balance (0.8, 0.8)",0,misinformation,705.75,0.70575,14248.11,14.24811,5397.35,5.39735,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,balance,"Balance (0.8, 0.8)",1,corrective,706.69,0.70669,16193.12,16.19312,7934.11,7.9341099999999996,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,balance,"Balance (0.8, 0.8)",2,observational,317.5238095238095,0.31752380952380954,6294.190476190476,6.294190476190476,1032.047619047619,1.032047619047619,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,balance,"Balance (0.8, 0.8)",3,behavior-guiding,131.42,0.13141999999999998,3424.69,3.42469,2737.03,2.7370300000000003,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",0,misinformation,713.06,0.7130599999999999,14394.11,14.394110000000001,5423.04,5.42304,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",1,corrective,595.14,0.59514,13459.55,13.45955,6971.51,6.97151,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",2,observational,342.65384615384613,0.34265384615384614,6788.384615384615,6.788384615384615,1079.3076923076924,1.0793076923076923,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",3,behavior-guiding,178.87,0.17887,4324.52,4.324520000000001,3272.51,3.2725100000000005,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",0,misinformation,707.4,0.7074,14306.49,14.30649,5418.14,5.41814,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
powerlaw_degree_cluster,pdc_deg40_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",1,corrective,919.71,0.91971,21208.2,21.2082,9418.45,9.418450000000002,deg40,low,20,40,0.0,20262720,20262720,v2/test_2/network/network-pdc_deg40_low_seed2.toml,v2/test_2/network/powerlaw_degree_cluster/pdc_deg40_low_seed2/edgelist.txt,1000,19600,39.2,0.09628929389890625,0.09346080651559353,1.0,250
