phi_b0,phi_b1,phi_u,phi_a0,phi_a1,psi0_b0,psi0_b1,psi0_u,psi1_b0,psi1_b1,psi1_u,b0_b0,b0_b1,b0_u,b1_b0,b1_b1,b1_u
0.0,0.9756,0.0244,0.5,0.5,0.5,0.0,0.5,0.5181,0.0,0.4819,0.5,0.0,0.5,0.5181,0.0,0.4819
