trial,state,value,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec,trial_info_arrow,trial_pop_arrow,trial_agent_arrow
0,TrialState.COMPLETE,0.006345048090229646,auc,optseed6,9203,0.5947941498106812,0.9813172703577855,2.108222066057625e-05,0.006345048090229646,0.030156008432888265,0.00010634809088779575,1461,100,14.61,10,26,13.61,9,25,False,22.363827750086784,22.30251003894955,0.015027433866634965,result/trials/trial_0000_info.arrow,result/trials/trial_0000_pop.arrow,result/trials/trial_0000_agent.arrow
1,TrialState.COMPLETE,0.006468059354852287,auc,optseed6,9203,0.7985982798939337,0.9406226895421004,2.8109627547434995e-05,0.006468059354852287,0.03034293745607871,0.00015647692668072148,1455,100,14.55,10,24,13.55,9,23,False,21.97901288093999,21.921602556016296,0.013059001881629229,result/trials/trial_0001_info.arrow,result/trials/trial_0001_pop.arrow,result/trials/trial_0001_agent.arrow
2,TrialState.COMPLETE,0.006389894631733487,auc,optseed6,9203,0.7902526331331194,0.9743382599016694,2.9515108924806747e-05,0.006389894631733487,0.030202389318341533,0.00012930428671820097,1431,100,14.31,10,24,13.31,9,23,False,23.10487731709145,23.04261407488957,0.018870059167966247,result/trials/trial_0002_info.arrow,result/trials/trial_0002_pop.arrow,result/trials/trial_0002_agent.arrow
3,TrialState.COMPLETE,0.006807914806937831,auc,optseed6,9203,0.7610709674310394,0.7003442522626375,3.3731553056921995e-05,0.006807914806937831,0.03062543921293043,0.000140548137737175,1417,100,14.17,9,24,13.17,8,23,False,23.959632630925626,23.895670660072938,0.01722445013001561,result/trials/trial_0003_info.arrow,result/trials/trial_0003_pop.arrow,result/trials/trial_0003_agent.arrow
4,TrialState.COMPLETE,0.007108766636584285,auc,optseed6,9203,0.8594985406962103,0.53792524930476,3.513703443429375e-05,0.007108766636584285,0.030795502459592408,0.00019301944249238697,1341,100,13.41,8,26,12.41,7,25,False,21.443334884010255,21.374412474920973,0.019604156957939267,result/trials/trial_0004_info.arrow,result/trials/trial_0004_pop.arrow,result/trials/trial_0004_agent.arrow
5,TrialState.COMPLETE,0.006473560234146835,auc,optseed6,9203,0.9048973865448093,0.902267186811893,2.2487702037947995e-05,0.006473560234146835,0.030167252283907247,7.355352541578825e-05,1517,100,15.17,11,24,14.17,10,23,False,23.62801031814888,23.573460846208036,0.011707054916769266,result/trials/trial_0005_info.arrow,result/trials/trial_0005_pop.arrow,result/trials/trial_0005_agent.arrow
6,TrialState.COMPLETE,0.00637609353469928,auc,optseed6,9203,0.5365232047126338,0.9797744418642251,2.3893183415319746e-05,0.00637609353469928,0.030158819395643004,0.00011337549777465448,1423,100,14.23,10,24,13.23,9,23,False,22.879194220993668,22.821471001952887,0.017085948027670383,result/trials/trial_0006_info.arrow,result/trials/trial_0006_pop.arrow,result/trials/trial_0006_agent.arrow
7,TrialState.COMPLETE,0.006392634049106861,auc,optseed6,9203,0.8913409444187905,0.87640423420367,2.1082220660576246e-05,0.006392634049106861,0.030268446943078012,9.369875849144998e-05,1459,100,14.59,10,25,13.59,9,24,False,22.685339324874803,22.62299340311438,0.01724825007840991,result/trials/trial_0007_info.arrow,result/trials/trial_0007_pop.arrow,result/trials/trial_0007_agent.arrow
8,TrialState.COMPLETE,0.006265174361142513,auc,optseed6,9203,0.6981183921202653,0.9703956895694505,2.3893183415319746e-05,0.006265174361142513,0.03024033731553057,0.0001058795970953385,1530,100,15.3,10,26,14.3,9,25,False,21.829055313952267,21.765408135950565,0.019289263989776373,result/trials/trial_0008_info.arrow,result/trials/trial_0008_pop.arrow,result/trials/trial_0008_agent.arrow
9,TrialState.COMPLETE,0.00701479748437369,auc,optseed6,9203,0.9618515729035879,0.6531703162420508,2.2487702037947995e-05,0.00701479748437369,0.030647926914968378,0.0001695947528695245,1372,100,13.72,9,25,12.72,8,24,False,22.71410997887142,22.654488387983292,0.017111288150772452,result/trials/trial_0009_info.arrow,result/trials/trial_0009_pop.arrow,result/trials/trial_0009_agent.arrow
10,TrialState.COMPLETE,0.0062979599624863195,auc,optseed6,9203,0.7315747602525537,0.9271866228954426,2.2487702037947998e-05,0.0062979599624863195,0.03033591004919186,9.83836964160225e-05,1508,100,15.08,10,26,14.08,9,25,False,23.19416963099502,23.12824625801295,0.018632445950061083,result/trials/trial_0010_info.arrow,result/trials/trial_0010_pop.arrow,result/trials/trial_0010_agent.arrow
11,TrialState.COMPLETE,0.006289223258823317,auc,optseed6,9203,0.676389934528385,0.9689354257563764,1.96767392832045e-05,0.006289223258823317,0.030276879831342238,9.791520262356524e-05,1455,100,14.55,10,24,13.55,9,23,False,21.490579921985045,21.43665347690694,0.011698395013809204,result/trials/trial_0011_info.arrow,result/trials/trial_0011_pop.arrow,result/trials/trial_0011_agent.arrow
12,TrialState.COMPLETE,0.0067321509243036225,auc,optseed6,9203,0.8087940030536241,0.7567066810096397,3.09205903021785e-05,0.0067321509243036225,0.03052565003513704,0.00013633169360505973,1381,100,13.81,9,25,12.81,8,24,False,22.34903045813553,22.283865523990244,0.019051081035286188,result/trials/trial_0012_info.arrow,result/trials/trial_0012_pop.arrow,result/trials/trial_0012_agent.arrow
13,TrialState.COMPLETE,0.0065496876393759,auc,optseed6,9203,0.8059083053086352,0.8365379778764325,3.3731553056921995e-05,0.0065496876393759,0.030344342937456078,0.00011009604122745374,1390,100,13.9,10,27,12.9,9,26,False,22.165249769110233,22.103025007992983,0.018447202863171697,result/trials/trial_0013_info.arrow,result/trials/trial_0013_pop.arrow,result/trials/trial_0013_agent.arrow
14,TrialState.COMPLETE,0.006381444222345633,auc,optseed6,9203,0.7576976304907173,0.9625211915509151,2.9515108924806747e-05,0.006381444222345633,0.030309205903021785,0.00011009604122745374,1445,100,14.45,9,32,13.45,8,31,False,23.35264624701813,23.288820288144052,0.019147712038829923,result/trials/trial_0014_info.arrow,result/trials/trial_0014_pop.arrow,result/trials/trial_0014_agent.arrow
15,TrialState.COMPLETE,0.006419729747001485,auc,optseed6,9203,0.9669474507556424,0.9623234502459814,2.1082220660576246e-05,0.006419729747001485,0.03027266338721012,0.00012040290466151324,1441,100,14.41,9,24,13.41,8,23,False,22.01720494404435,21.962219575885683,0.011788906995207071,result/trials/trial_0015_info.arrow,result/trials/trial_0015_pop.arrow,result/trials/trial_0015_agent.arrow
16,TrialState.COMPLETE,0.0068243683439651315,auc,optseed6,9203,0.8108996257050496,0.796830094942961,5.0597329585382996e-05,0.0068243683439651315,0.030371047083626146,0.0001658468025298665,1391,100,13.91,9,25,12.91,8,24,False,22.850158744957298,22.78851221106015,0.0171173179987818,result/trials/trial_0016_info.arrow,result/trials/trial_0016_pop.arrow,result/trials/trial_0016_agent.arrow
17,TrialState.COMPLETE,0.006851867643696488,auc,optseed6,9203,0.760708544059197,0.7512429782237593,3.092059030217849e-05,0.006851867643696488,0.030557976106816587,0.00014663855703911925,1342,100,13.42,9,24,12.42,8,23,False,24.04852757998742,23.98170435614884,0.019258763175457716,result/trials/trial_0017_info.arrow,result/trials/trial_0017_pop.arrow,result/trials/trial_0017_agent.arrow
18,TrialState.COMPLETE,0.006596849190885463,auc,optseed6,9203,0.6634974122393082,0.9019961241747674,2.2487702037947995e-05,0.006596849190885463,0.03022768798313423,8.52658702272195e-05,1502,100,15.02,10,25,14.02,9,24,False,23.447862421162426,23.383829367812723,0.019736899062991142,result/trials/trial_0018_info.arrow,result/trials/trial_0018_pop.arrow,result/trials/trial_0018_agent.arrow
19,TrialState.COMPLETE,0.006860194866267475,auc,optseed6,9203,0.6157258489159487,0.6986132780613994,3.092059030217849e-05,0.006860194866267475,0.030694307800421646,0.00015038650737877722,1412,100,14.12,9,28,13.12,8,27,False,23.224254649830982,23.16899773897603,0.011705426033586264,result/trials/trial_0019_info.arrow,result/trials/trial_0019_pop.arrow,result/trials/trial_0019_agent.arrow
20,TrialState.COMPLETE,0.0065225471828820715,auc,optseed6,9203,0.9728315545327784,0.9026721324309601,2.3893183415319746e-05,0.0065225471828820715,0.030171468728039358,7.495900679316e-05,1500,100,15.0,11,23,14.0,10,22,False,24.277846027864143,24.229412066051736,0.01170417619869113,result/trials/trial_0020_info.arrow,result/trials/trial_0020_pop.arrow,result/trials/trial_0020_agent.arrow
21,TrialState.COMPLETE,0.006823314027888695,auc,optseed6,9203,0.8155555507129619,0.7025954368168295,4.356992269852425e-05,0.006823314027888695,0.030663387210119467,0.00017709065354884048,1410,100,14.1,9,24,13.1,8,23,False,23.74540858808905,23.679991490906104,0.0192921229172498,result/trials/trial_0021_info.arrow,result/trials/trial_0021_pop.arrow,result/trials/trial_0021_agent.arrow
22,TrialState.COMPLETE,0.006614768394644338,auc,optseed6,9203,0.9766068039029551,0.8344354302938313,1.546029515108925e-05,0.006614768394644338,0.030355586788475053,0.0001227453736237995,1373,100,13.73,10,24,12.73,9,23,False,22.89753803401254,22.848727328004315,0.01159913488663733,result/trials/trial_0022_info.arrow,result/trials/trial_0022_pop.arrow,result/trials/trial_0022_agent.arrow
