trial,state,auc,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec,network,method,rep,run_dir,best_so_far
1,TrialState.COMPLETE,0.0208900929810195,auc,optseed1,4204,0.8937655957729452,0.9206808579879826,3e-05,0.0208900929810195,0.0974599999999999,0.0003,1374,100,13.74,9,23,12.74,8,22,False,5.809152561007068,5.738569192006253,0.0128330389270558,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0208900929810195
2,TrialState.COMPLETE,0.0227206125057175,auc,optseed1,4204,0.9051989466240138,0.6519833080492576,9e-05,0.0227206125057175,0.0970999999999999,0.00063,1246,100,12.46,9,25,11.46,8,24,False,5.49493965995498,5.432664018007927,0.0121187209151685,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0208900929810195
3,TrialState.COMPLETE,0.0209405594292102,auc,optseed1,4204,0.6753036708481377,0.9757144720539834,4e-05,0.0209405594292102,0.09563,0.0004433333333333,1342,100,13.42,9,25,12.42,8,24,False,5.694955757935531,5.635620729997754,0.0124055639607831,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0208900929810195
4,TrialState.COMPLETE,0.0209594621805801,auc,optseed1,4204,0.8295705526519681,0.9546407956783692,4e-05,0.0209594621805801,0.0957899999999999,0.0003766666666666,1356,100,13.56,9,23,12.56,8,22,False,6.266107524977997,6.198197038960643,0.0119437380926683,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0208900929810195
5,TrialState.COMPLETE,0.0226622576666969,auc,optseed1,4204,0.7590304408057142,0.7174297418844898,7.000000000000001e-05,0.0226622576666969,0.09712,0.0009266666666666,1288,100,12.88,8,22,11.88,7,21,False,6.055204642005265,5.99267588800285,0.0117527459515258,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0208900929810195
6,TrialState.COMPLETE,0.0208277892480868,auc,optseed1,4204,0.9496316070525496,0.9323476238473584,3e-05,0.0208277892480868,0.0965099999999999,0.0003333333333333,1367,100,13.67,9,27,12.67,8,26,False,6.073135299026035,6.00746978900861,0.0118737780721858,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0208277892480868
7,TrialState.COMPLETE,0.0221256789934351,auc,optseed1,4204,0.7950648540054415,0.6692463521479427,3e-05,0.0221256789934351,0.09722,0.0005633333333333,1307,100,13.07,8,22,12.07,7,21,False,5.779466785956174,5.703532796935178,0.022280127974227,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0208277892480868
8,TrialState.COMPLETE,0.0204644378774819,auc,optseed1,4204,0.54665780245505,0.9972081992056128,5e-05,0.0204644378774819,0.0951399999999999,0.00026,1327,100,13.27,10,21,12.27,9,20,False,5.464146693004295,5.4022427160525694,0.0120715700322762,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
9,TrialState.COMPLETE,0.0226382730100137,auc,optseed1,4204,0.7604591532689595,0.7160547080600288,8e-05,0.0226382730100137,0.09702,0.0009833333333333,1296,100,12.96,8,22,11.96,7,21,False,6.026016753981821,5.955634937970899,0.01889420801308,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
10,TrialState.COMPLETE,0.0214668629303702,auc,optseed1,4204,0.7781122129804878,0.8683104865329885,7.000000000000001e-05,0.0214668629303702,0.09709,0.0003466666666666,1334,100,13.34,9,24,12.34,8,23,False,6.0453443670412526,5.984133697929792,0.0125366660067811,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
11,TrialState.COMPLETE,0.022971463629786,auc,optseed1,4204,0.9192797330384824,0.5027430594729683,7.000000000000001e-05,0.022971463629786,0.09814,0.0009466666666666,1267,100,12.67,9,23,11.67,8,22,False,5.592450069962069,5.52895622397773,0.0125826060539111,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
12,TrialState.COMPLETE,0.0209982604495178,auc,optseed1,4204,0.9431253830044102,0.9814868532480304,7.000000000000001e-05,0.0209982604495178,0.09555,0.00039,1288,100,12.88,9,21,11.88,8,20,False,5.757892956957221,5.694745055050589,0.0120682000415399,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
13,TrialState.COMPLETE,0.0212672053901943,auc,optseed1,4204,0.7209345715834119,0.9242140491908613,2e-05,0.0212672053901943,0.09705,0.0003166666666666,1363,100,13.63,10,23,12.63,9,22,False,5.981442607007921,5.9149335459806025,0.0124447940615937,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
14,TrialState.COMPLETE,0.0224242814817023,auc,optseed1,4204,0.5207333511466639,0.7519040177237164,7.000000000000001e-05,0.0224242814817023,0.09738,0.0006366666666666,1267,100,12.67,8,23,11.67,7,22,False,5.707123109023087,5.638121899100952,0.0185676850378513,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
15,TrialState.COMPLETE,0.0206552297019715,auc,optseed1,4204,0.5513200106512267,0.9993436356830404,3e-05,0.0206552297019715,0.09516,0.0002533333333333,1334,100,13.34,9,22,12.34,8,21,False,5.486110987956636,5.424214099999517,0.0119258590275421,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
16,TrialState.COMPLETE,0.0215165298005228,auc,optseed1,4204,0.9949173365706446,0.8975591430265881,7.000000000000001e-05,0.0215165298005228,0.09696,0.0004366666666666,1294,100,12.94,9,20,11.94,8,19,False,5.797424194985069,5.733808598015457,0.0117992470040917,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
17,TrialState.COMPLETE,0.0207915016449446,auc,optseed1,4204,0.9087908721202907,0.9565065765661788,3e-05,0.0207915016449446,0.09566,0.0003466666666666,1366,100,13.66,9,23,12.66,8,22,False,6.174553324002773,6.11585229402408,0.0119291379814967,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
18,TrialState.COMPLETE,0.0228680298755681,auc,optseed1,4204,0.8348462696423693,0.6321749424308332,9e-05,0.0228680298755681,0.0973199999999999,0.0006666666666666,1250,100,12.5,9,24,11.5,8,23,False,5.582194440998137,5.514292584033683,0.0180848690215498,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
19,TrialState.COMPLETE,0.0228195464473046,auc,optseed1,4204,0.7106993812120153,0.5404606470337915,2e-05,0.0228195464473046,0.09804,0.00056,1250,100,12.5,9,24,11.5,8,23,False,5.514404644956812,5.451877171057276,0.0123044329229742,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
20,TrialState.COMPLETE,0.0224903653464011,auc,optseed1,4204,0.8571101845887206,0.6102374693930341,6e-05,0.0224903653464011,0.09752,0.0008266666666666,1323,100,13.23,8,25,12.23,7,24,False,5.605731833027676,5.53897059103474,0.0124395240563899,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
21,TrialState.COMPLETE,0.0223029383280734,auc,optseed1,4204,0.6612077480347782,0.597739020268516,9e-05,0.0223029383280734,0.0979299999999999,0.0005566666666666,1288,100,12.88,9,23,11.88,8,22,False,5.4228777049575,5.353847914957441,0.0179727179929614,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
22,TrialState.COMPLETE,0.0225914009288784,auc,optseed1,4204,0.622530460615965,0.7030506057000192,0.00012,0.0225914009288784,0.09752,0.0008466666666666,1277,100,12.77,9,24,11.77,8,23,False,5.69770930998493,5.629685482010245,0.0120125489775091,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
23,TrialState.COMPLETE,0.0209451773540992,auc,optseed1,4204,0.945854879778712,0.8569877773090224,5e-05,0.0209451773540992,0.09776,0.0003866666666666,1364,100,13.64,9,25,12.64,8,24,False,5.707075987942517,5.636211246950552,0.0195311160059645,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
24,TrialState.COMPLETE,0.0225359404805982,auc,optseed1,4204,0.7851651345918906,0.720907240398923,0.0001,0.0225359404805982,0.09759,0.00065,1278,100,12.78,9,23,11.78,8,22,False,5.651904579019174,5.580525101046078,0.0190765110310167,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
25,TrialState.COMPLETE,0.0221151687728635,auc,optseed1,4204,0.988664398097449,0.7851084008940591,2e-05,0.0221151687728635,0.09702,0.0004933333333333,1224,100,12.24,9,23,11.24,8,22,False,5.324139729957096,5.2578990729525685,0.011927637970075,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
26,TrialState.COMPLETE,0.0219787128136741,auc,optseed1,4204,0.5215132385982686,0.7801772045143851,6e-05,0.0219787128136741,0.0975999999999999,0.00053,1261,100,12.61,8,21,11.61,7,20,False,5.522849153028801,5.4624958840431646,0.0119186879601329,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
27,TrialState.COMPLETE,0.0224488316701444,auc,optseed1,4204,0.6157423728325193,0.6781207949187229,6e-05,0.0224488316701444,0.09751,0.0006466666666666,1308,100,13.08,9,25,12.08,8,24,False,5.861909401952289,5.789485613000579,0.0189483789727091,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
28,TrialState.COMPLETE,0.0227977261640283,auc,optseed1,4204,0.8702488298488411,0.5752950559935512,7.000000000000001e-05,0.0227977261640283,0.0973,0.0007833333333333,1300,100,13.0,8,30,12.0,7,29,False,5.360986707964912,5.291545632993802,0.0190520009491592,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
29,TrialState.COMPLETE,0.0227304953515696,auc,optseed1,4204,0.9226928243470688,0.6290076073451556,8e-05,0.0227304953515696,0.0973199999999999,0.0007166666666666,1272,100,12.72,8,24,11.72,7,23,False,5.716843160917051,5.6564377810573205,0.0121094399364665,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
30,TrialState.COMPLETE,0.0221284521874324,auc,optseed1,4204,0.6082336667344856,0.7618763830121127,3e-05,0.0221284521874324,0.09801,0.0004733333333333,1320,100,13.2,8,27,12.2,7,26,False,5.984085288015194,5.922176520922221,0.0123245320282876,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
31,TrialState.COMPLETE,0.0229858563808912,auc,optseed1,4204,0.9996019644626166,0.5509534985067509,4e-05,0.0229858563808912,0.09784,0.00062,1238,100,12.38,8,24,11.38,7,23,False,5.5720197829650715,5.500600595027208,0.0189750100253149,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
32,TrialState.COMPLETE,0.0214084312469006,auc,optseed1,4204,0.7900805212852615,0.8479130123660087,5e-05,0.0214084312469006,0.09751,0.0003333333333333,1324,100,13.24,9,26,12.24,8,25,False,5.815725976950489,5.757255109958351,0.0120309389894828,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
33,TrialState.COMPLETE,0.0228797755860597,auc,optseed1,4204,0.6449593122449522,0.5593502658467501,4e-05,0.0228797755860597,0.09772,0.0007566666666666,1247,100,12.47,8,24,11.47,7,23,False,5.385242379037663,5.32325676002074,0.0118306779768317,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
34,TrialState.COMPLETE,0.0221722767507073,auc,optseed1,4204,0.5175788573534839,0.7744410836557756,5e-05,0.0221722767507073,0.09751,0.00058,1270,100,12.7,8,26,11.7,7,25,False,5.5800410360097885,5.518321810988709,0.012324342969805,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
35,TrialState.COMPLETE,0.0224205117090082,auc,optseed1,4204,0.8053134410098164,0.6115311148778638,4e-05,0.0224205117090082,0.09751,0.0007766666666666,1324,100,13.24,8,22,12.24,7,21,False,5.768133735051379,5.698932274011895,0.0189404690172523,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
36,TrialState.COMPLETE,0.022586670544719,auc,optseed1,4204,0.7223348222815207,0.701336722160266,0.0001,0.022586670544719,0.09751,0.0007599999999999,1264,100,12.64,9,23,11.64,8,22,False,5.617066915030591,5.546589078963734,0.022281537996605,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
37,TrialState.COMPLETE,0.0214872468807179,auc,optseed1,4204,0.6643557128025611,0.9090169939343028,5e-05,0.0214872468807179,0.09731,0.0004733333333333,1308,100,13.08,9,23,12.08,8,22,False,6.042661826009862,5.972453992930241,0.0174224019283428,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
38,TrialState.COMPLETE,0.0216682711828785,auc,optseed1,4204,0.7424524692925873,0.8348759866271661,5e-05,0.0216682711828785,0.09712,0.0005833333333333,1310,100,13.1,9,23,12.1,8,22,False,5.887373847072013,5.814150599064305,0.0187296669464558,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
39,TrialState.COMPLETE,0.0213185051654142,auc,optseed1,4204,0.7844052045869854,0.9852690691833106,5e-05,0.0213185051654142,0.09545,0.0004466666666666,1262,100,12.62,8,22,11.62,7,21,False,5.565084111993201,5.503524519037455,0.0123269029427319,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
40,TrialState.COMPLETE,0.021911551721756,auc,optseed1,4204,0.6711417029487738,0.8647198873897786,9e-05,0.021911551721756,0.09737,0.0006766666666666,1314,100,13.14,9,21,12.14,8,20,False,5.753580796997994,5.687701444025151,0.0118802569340914,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
41,TrialState.COMPLETE,0.0226038030225558,auc,optseed1,4204,0.672629422790396,0.6742935393786682,3e-05,0.0226038030225558,0.09744,0.00055,1275,100,12.75,9,23,11.75,8,22,False,5.915402892045677,5.854379074997269,0.0124730239622294,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
42,TrialState.COMPLETE,0.0223928733374244,auc,optseed1,4204,0.6770518413194033,0.5807521830293096,5e-05,0.0223928733374244,0.0971,0.0005666666666666,1303,100,13.03,9,23,12.03,8,22,False,5.236866689985618,5.176155886030756,0.0119965089252218,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
43,TrialState.COMPLETE,0.021820403975031,auc,optseed1,4204,0.5174328340695113,0.7820772062427782,8e-05,0.021820403975031,0.09748,0.0005633333333333,1272,100,12.72,8,25,11.72,7,24,False,5.57713132200297,5.508732940070331,0.0117832471150904,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
44,TrialState.COMPLETE,0.0220812859333331,auc,optseed1,4204,0.6960385391326191,0.7913954832334678,7.000000000000001e-05,0.0220812859333331,0.0970399999999999,0.0005466666666666,1252,100,12.52,9,23,11.52,8,22,False,5.532727277954109,5.47214676591102,0.0118689970113337,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
45,TrialState.COMPLETE,0.0210634613593433,auc,optseed1,4204,0.98227561236592,0.97492578081544,3e-05,0.0210634613593433,0.0956,0.0004133333333333,1343,100,13.43,9,23,12.43,8,22,False,5.985727887018584,5.922297531971708,0.0119103979086503,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
46,TrialState.COMPLETE,0.0213343626837129,auc,optseed1,4204,0.7915240894350836,0.9850190185251172,6e-05,0.0213343626837129,0.09545,0.0004566666666666,1261,100,12.61,8,22,11.61,7,21,False,5.674402248929255,5.604199285968207,0.0186896569794043,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
47,TrialState.COMPLETE,0.0235798700057196,auc,optseed1,4204,0.9225456235464888,0.509793687079071,7.000000000000001e-05,0.0235798700057196,0.09833,0.0008766666666666,1205,100,12.05,8,23,11.05,7,22,False,5.081034633913077,5.024436448002234,0.0118475970812141,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
48,TrialState.COMPLETE,0.0228227057774526,auc,optseed1,4204,0.6449900881130712,0.5948608627827143,5e-05,0.0228227057774526,0.0975,0.0007866666666666,1261,100,12.61,8,27,11.61,7,26,False,5.343075709999539,5.277960204984993,0.0122585120843723,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
49,TrialState.COMPLETE,0.0215383370661248,auc,optseed1,4204,0.691747920288952,0.8768423269031455,9e-05,0.0215383370661248,0.0972299999999999,0.0005033333333333,1325,100,13.25,8,23,12.25,7,22,False,5.705886173993349,5.639079079963267,0.0122433319920673,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
50,TrialState.COMPLETE,0.0220811831414184,auc,optseed1,4204,0.9861437566374088,0.7618763830121127,5e-05,0.0220811831414184,0.09803,0.0005266666666666,1347,100,13.47,9,25,12.47,8,24,False,5.653186194016598,5.585060573997907,0.0172362501034513,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
51,TrialState.COMPLETE,0.0211078317172914,auc,optseed1,4204,0.7844052045869854,0.953602872833816,5e-05,0.0211078317172914,0.09559,0.0003466666666666,1352,100,13.52,9,25,12.52,8,24,False,5.907606260967441,5.829021990997717,0.0197387690423056,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
52,TrialState.COMPLETE,0.022383458788975,auc,optseed1,4204,0.7656337983759494,0.7515912645897757,7.000000000000001e-05,0.022383458788975,0.09751,0.00066,1262,100,12.62,8,22,11.62,7,21,False,5.487059617997147,5.415710421977565,0.0175049230456352,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
53,TrialState.COMPLETE,0.0214368179314908,auc,optseed1,4204,0.8937655957729452,0.9029145211584784,4e-05,0.0214368179314908,0.09714,0.0003799999999999,1332,100,13.32,9,23,12.32,8,22,False,6.045969775062986,5.979778597014956,0.0121144410222768,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
54,TrialState.COMPLETE,0.0219787128136741,auc,optseed1,4204,0.5215132385982686,0.7801772045143851,6e-05,0.0219787128136741,0.0975999999999999,0.00053,1261,100,12.61,8,21,11.61,7,20,False,5.517308608978055,5.451111752074212,0.0118436480406671,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
55,TrialState.COMPLETE,0.0235767439972009,auc,optseed1,4204,0.9431253830044102,0.5093402359965362,6e-05,0.0235767439972009,0.09829,0.00099,1211,100,12.11,8,23,11.11,7,22,False,5.5725973000517115,5.508474206901155,0.0118192269001156,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
56,TrialState.COMPLETE,0.0225570453135615,auc,optseed1,4204,0.7950648540054415,0.6519833080492576,5e-05,0.0225570453135615,0.0970299999999999,0.0006233333333333,1256,100,12.56,9,24,11.56,8,23,False,5.603399217012338,5.536230287980288,0.0123589029535651,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
57,TrialState.COMPLETE,0.0220930517374782,auc,optseed1,4204,0.9345450087214682,0.7923177778297745,4e-05,0.0220930517374782,0.097,0.00056,1248,100,12.48,9,22,11.48,8,21,False,5.521280194981955,5.448426371091045,0.0170555879594758,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
58,TrialState.COMPLETE,0.0213668773040199,auc,optseed1,4204,0.5175788573534839,0.9695296655126948,5e-05,0.0213668773040199,0.09575,0.00041,1305,100,13.05,9,23,12.05,8,22,False,5.974480697070248,5.90474683791399,0.012198282056488,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
59,TrialState.COMPLETE,0.022500950335655,auc,optseed1,4204,0.7590304408057142,0.6115311148778638,6e-05,0.022500950335655,0.0975,0.00079,1321,100,13.21,8,22,12.21,7,21,False,5.798701380030252,5.733101558987983,0.0120189299341291,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
60,TrialState.COMPLETE,0.0210316706298106,auc,optseed1,4204,0.691747920288952,0.9546407956783692,2e-05,0.0210316706298106,0.09566,0.0003466666666666,1345,100,13.45,9,23,12.45,8,22,False,6.1056575970724225,6.037232492933981,0.0123531030258163,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
61,TrialState.COMPLETE,0.0208475016206274,auc,optseed1,4204,0.6309987497205762,0.9993436356830404,1e-05,0.0208475016206274,0.0951299999999999,0.00027,1319,100,13.19,9,21,12.19,8,20,False,5.497668912052177,5.427018373040482,0.0185135239735245,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
62,TrialState.COMPLETE,0.0224004736461565,auc,optseed1,4204,0.901341730823684,0.7030191881956049,0.0001,0.0224004736461565,0.0975,0.0008333333333333,1294,100,12.94,9,24,11.94,8,23,False,5.80086271406617,5.737854484003037,0.0118069159798324,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
63,TrialState.COMPLETE,0.0227858756529866,auc,optseed1,4204,0.6753036708481377,0.5661095238943863,6e-05,0.0227858756529866,0.09781,0.0007733333333333,1269,100,12.69,8,23,11.69,7,22,False,5.1456904138904065,5.0847227070480585,0.0118230869993567,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
64,TrialState.COMPLETE,0.0209405594292102,auc,optseed1,4204,0.6753036708481377,0.9757144720539834,4e-05,0.0209405594292102,0.09563,0.0004433333333333,1342,100,13.42,9,25,12.42,8,24,False,5.557283022906631,5.48891883995384,0.0118921080138534,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
65,TrialState.COMPLETE,0.0217381175131198,auc,optseed1,4204,0.8027859763915137,0.7851084008940591,3e-05,0.0217381175131198,0.09706,0.0004033333333333,1257,100,12.57,9,22,11.57,8,21,False,5.562943257973529,5.496204314986244,0.0123480830807238,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
66,TrialState.COMPLETE,0.0218512358667528,auc,optseed1,4204,0.7106993812120153,0.8115582016495047,4e-05,0.0218512358667528,0.09658,0.00054,1277,100,12.77,9,23,11.77,8,22,False,5.708159559988417,5.637395641067997,0.0172449599485844,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
67,TrialState.COMPLETE,0.0214172755211764,auc,optseed1,4204,0.619952948401163,0.9206808579879826,5e-05,0.0214172755211764,0.09752,0.0003,1311,100,13.11,10,24,12.11,9,23,False,5.643340839073062,5.578116953023709,0.0119939079741016,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
68,TrialState.COMPLETE,0.0226644288705102,auc,optseed1,4204,0.92725377009259,0.6519833080492576,8e-05,0.0226644288705102,0.0970499999999999,0.00063,1253,100,12.53,9,25,11.53,8,24,False,5.5565341640030965,5.489995562005788,0.0123229529708623,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819
