network,method,rep,sampler_seed,best_auc,certainty,effectiveness,info_label,info_name,mean_total_shared_ratio,mean_total_viewed_ratio,mean_total_fst_viewed_ratio,total_agents,run_dir
Wiki-vote,GPR,optseed3,6201,0.006164455328326895,0.9999999999999999,0.957926613478163,3,behavior-guiding,0.06938018271257905,1.5011862262825018,1.2506732255797612,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/gpr_optseed3
Wiki-vote,CMAES,optseed1,4202,0.006203045793370527,0.8226521169513068,0.9500463111120522,0,misinformation,0.1733239634574842,2.3132143359100494,1.1405903021784962,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed1
Wiki-vote,CMAES,optseed1,4202,0.006203045793370527,0.8226521169513068,0.9500463111120522,1,corrective,0.20687280393534788,2.986825017568517,1.5936247364722416,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed1
Wiki-vote,CMAES,optseed1,4202,0.006203045793370527,0.8226521169513068,0.9500463111120522,2,observational,0.01001546029515109,0.1268699929725931,0.03154181307097681,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed1
Wiki-vote,CMAES,optseed1,4202,0.006203045793370527,0.8226521169513068,0.9500463111120522,3,behavior-guiding,0.0708306394940267,1.526252986647927,1.2677048489107519,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed1
Wiki-vote,CMAES,optseed2,5202,0.006194295988015194,0.7817014041375738,0.9538683974750926,0,misinformation,0.1746071679550246,2.3259381588193957,1.1457498243148279,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed2
Wiki-vote,CMAES,optseed2,5202,0.006194295988015194,0.7817014041375738,0.9538683974750926,1,corrective,0.2249810260014055,3.2348264230498947,1.6676275474349964,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed2
Wiki-vote,CMAES,optseed2,5202,0.006194295988015194,0.7817014041375738,0.9538683974750926,2,observational,0.012126493323963457,0.15324947294448346,0.03832185523541813,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed2
Wiki-vote,CMAES,optseed2,5202,0.006194295988015194,0.7817014041375738,0.9538683974750926,3,behavior-guiding,0.0702431482782853,1.5150161630358399,1.2598805340829233,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed2
Wiki-vote,CMAES,optseed3,6202,0.006210086075570364,0.948540937851738,0.9534057271092649,0,misinformation,0.17461560084328884,2.3248601546029515,1.1446535488404779,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed3
Wiki-vote,CMAES,optseed3,6202,0.006210086075570364,0.948540937851738,0.9534057271092649,1,corrective,0.2214476458186929,3.194354181307098,1.659474349964863,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed3
Wiki-vote,CMAES,optseed3,6202,0.006210086075570364,0.948540937851738,0.9534057271092649,2,observational,0.012042164441321154,0.15232888264230499,0.03845537596626845,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed3
Wiki-vote,CMAES,optseed3,6202,0.006210086075570364,0.948540937851738,0.9534057271092649,3,behavior-guiding,0.07032044975404075,1.5149838369641604,1.259935347856641,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed3
Wiki-vote,RANDOM,optseed1,4203,0.006214270786942319,0.9348749770850073,0.9528349910031864,0,misinformation,0.1746971187631764,2.329489810260014,1.1461574139142656,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed1
Wiki-vote,RANDOM,optseed1,4203,0.006214270786942319,0.9348749770850073,0.9528349910031864,1,corrective,0.22116233309908642,3.1886394940267038,1.657167955024596,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed1
Wiki-vote,RANDOM,optseed1,4203,0.006214270786942319,0.9348749770850073,0.9528349910031864,2,observational,0.012965565706254392,0.16365144061841183,0.04136191145467323,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed1
Wiki-vote,RANDOM,optseed1,4203,0.006214270786942319,0.9348749770850073,0.9528349910031864,3,behavior-guiding,0.07030780042164442,1.5133323963457486,1.2585298664792692,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed1
Wiki-vote,RANDOM,optseed2,5203,0.006167224255919759,0.9832700490470943,0.952636162499656,0,misinformation,0.1745523541813071,2.32862543921293,1.1457652846099788,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed2
Wiki-vote,RANDOM,optseed2,5203,0.006167224255919759,0.9832700490470943,0.952636162499656,1,corrective,0.22170484891075193,3.19986085734364,1.6604089950808152,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed2
Wiki-vote,RANDOM,optseed2,5203,0.006167224255919759,0.9832700490470943,0.952636162499656,2,observational,0.01298805340829234,0.16220941672522837,0.04118482080112438,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed2
Wiki-vote,RANDOM,optseed2,5203,0.006167224255919759,0.9832700490470943,0.952636162499656,3,behavior-guiding,0.07025579761068165,1.5112044975404075,1.2577723120168656,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed2
Wiki-vote,RANDOM,optseed3,6203,0.006162619804240631,0.9069793082263349,0.9343036197578457,0,misinformation,0.17450878425860858,2.323952213633169,1.1456683063949402,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed3
Wiki-vote,RANDOM,optseed3,6203,0.006162619804240631,0.9069793082263349,0.9343036197578457,1,corrective,0.24730569219957835,3.5661405481377373,1.744257203092059,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed3
Wiki-vote,RANDOM,optseed3,6203,0.006162619804240631,0.9069793082263349,0.9343036197578457,2,observational,0.017419536191145467,0.2210948699929726,0.054995080815179204,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed3
Wiki-vote,RANDOM,optseed3,6203,0.006162619804240631,0.9069793082263349,0.9343036197578457,3,behavior-guiding,0.0713689388615601,1.5231215741391426,1.2643654251581165,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed3
Wiki-vote,GA,optseed1,4204,0.006211365570064738,0.7844052045869854,0.953602872833816,0,misinformation,0.17457765284609977,2.328827828531272,1.1461194659170766,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed1
Wiki-vote,GA,optseed1,4204,0.006211365570064738,0.7844052045869854,0.953602872833816,1,corrective,0.22595502459592412,3.2499550245959243,1.6717568517217145,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed1
Wiki-vote,GA,optseed1,4204,0.006211365570064738,0.7844052045869854,0.953602872833816,2,observational,0.01311735769501054,0.1665776528460998,0.04163598032326072,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed1
Wiki-vote,GA,optseed1,4204,0.006211365570064738,0.7844052045869854,0.953602872833816,3,behavior-guiding,0.07028250175685172,1.5132002810962755,1.2584328882642306,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed1
Wiki-vote,GA,optseed2,5204,0.006247024499372036,0.5089744495735212,0.9570019356306648,0,misinformation,0.17465917076598736,2.326681658468025,1.146612789880534,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed2
Wiki-vote,GA,optseed2,5204,0.006247024499372036,0.5089744495735212,0.9570019356306648,1,corrective,0.2497709065354884,3.5556134926212226,1.7483288826423051,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed2
Wiki-vote,GA,optseed2,5204,0.006247024499372036,0.5089744495735212,0.9570019356306648,2,observational,0.020195361911454674,0.2555628952916374,0.06388334504567814,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed2
Wiki-vote,GA,optseed2,5204,0.006247024499372036,0.5089744495735212,0.9570019356306648,3,behavior-guiding,0.0700098383696416,1.5121321152494729,1.2582361208713986,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed2
Wiki-vote,GA,optseed3,6204,0.006208386201058248,0.5706817910554302,0.9504698599740267,0,misinformation,0.17347997189037245,2.3124104005621926,1.1409585382993674,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed3
Wiki-vote,GA,optseed3,6204,0.006208386201058248,0.5706817910554302,0.9504698599740267,1,corrective,0.21617990161630357,3.1175291637385807,1.626008432888264,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed3
Wiki-vote,GA,optseed3,6204,0.006208386201058248,0.5706817910554302,0.9504698599740267,2,observational,0.013061138439915672,0.16764441321152493,0.041235418130709765,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed3
Wiki-vote,GA,optseed3,6204,0.006208386201058248,0.5706817910554302,0.9504698599740267,3,behavior-guiding,0.07083907238229094,1.526382290934645,1.2684188334504567,7115,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/ga_optseed3
