trial,state,auc,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec,network,method,rep,run_dir,best_so_far,certainty_bin,effectiveness_bin,certainty_mid,effectiveness_mid
93,TrialState.COMPLETE,0.0203622797465374,auc,optseed1,4202,0.9355167595069338,0.9965880506041648,5e-05,0.0203622797465374,0.09523,0.00026,1342,100,13.42,10,23,12.42,9,22,False,5.463530846056528,5.401452086050995,0.0124458950012922,BA1000,CMAES,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed1,0.0203622797465374,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
79,TrialState.COMPLETE,0.0203789103922822,auc,optseed1,4204,0.5647090895867153,0.9972081992056128,5e-05,0.0203789103922822,0.0951399999999999,0.00025,1331,100,13.31,10,20,12.31,9,19,False,5.495087872026488,5.4326015170663595,0.011880578007549,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0203789103922822,"(0.55, 0.6]","(0.95, 1.0]",0.575,0.975
50,TrialState.COMPLETE,0.0203995202842822,auc,optseed3,6203,0.7344178064169626,0.996273307440012,2e-05,0.0203995202842822,0.0952099999999999,0.0002733333333333,1325,100,13.25,9,22,12.25,8,21,False,5.4425719229038805,5.385622923960909,0.0120238590752705,BA1000,RANDOM,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/random_optseed3,0.0203995202842822,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
89,TrialState.COMPLETE,0.0204038914547354,auc,optseed3,6202,0.8763686440694214,0.9424193053760804,3e-05,0.0204038914547354,0.0960099999999999,0.00033,1387,100,13.87,8,22,12.87,7,21,False,5.831977765075862,5.760412525967695,0.0180245890514925,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204038914547354,"(0.85, 0.9]","(0.9, 0.95]",0.875,0.925
69,TrialState.COMPLETE,0.0204089821509012,auc,optseed3,6202,0.7851336859610265,0.995312825902434,4e-05,0.0204089821509012,0.0951999999999999,0.0002633333333333,1330,100,13.3,9,23,12.3,8,22,False,5.479425680008717,5.40898898395244,0.0190494800917804,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204089821509012,"(0.75, 0.8]","(0.95, 1.0]",0.775,0.975
72,TrialState.COMPLETE,0.0204274741413986,auc,optseed1,4204,0.610669574825893,0.9972081992056128,5e-05,0.0204274741413986,0.0951399999999999,0.0002466666666666,1327,100,13.27,10,20,12.27,9,19,False,5.5304277709219605,5.4667422730708495,0.0123515230370685,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204274741413986,"(0.6, 0.65]","(0.95, 1.0]",0.625,0.975
98,TrialState.COMPLETE,0.0204388667892247,auc,optseed3,6202,0.8151647577477178,0.9958082637155878,6e-05,0.0204388667892247,0.0951899999999999,0.0002633333333333,1324,100,13.24,9,23,12.24,8,22,False,5.435541662038304,5.368796917959116,0.0169965070672333,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204038914547354,"(0.8, 0.85]","(0.95, 1.0]",0.825,0.975
77,TrialState.COMPLETE,0.0204644378774819,auc,optseed1,4204,0.54665780245505,0.9972081992056128,5e-05,0.0204644378774819,0.0951399999999999,0.00026,1327,100,13.27,10,21,12.27,9,20,False,5.625674064969644,5.561000465997495,0.0123431129613891,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204274741413986,"(0.499, 0.55]","(0.95, 1.0]",0.5245,0.975
8,TrialState.COMPLETE,0.0204644378774819,auc,optseed1,4204,0.54665780245505,0.9972081992056128,5e-05,0.0204644378774819,0.0951399999999999,0.00026,1327,100,13.27,10,21,12.27,9,20,False,5.464146693004295,5.4022427160525694,0.0120715700322762,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819,"(0.499, 0.55]","(0.95, 1.0]",0.5245,0.975
39,TrialState.COMPLETE,0.0204765270726641,auc,optseed3,6202,0.8858085429491448,0.9354232058672284,5e-05,0.0204765270726641,0.0964199999999999,0.0003799999999999,1359,100,13.59,8,24,12.59,7,23,False,5.8289263299666345,5.754552067955956,0.0187463269103318,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204765270726641,"(0.85, 0.9]","(0.9, 0.95]",0.875,0.925
95,TrialState.COMPLETE,0.0204806142088905,auc,optseed2,5202,0.7341905193486334,0.9970163093058112,3e-05,0.0204806142088905,0.0951799999999999,0.00024,1332,100,13.32,10,21,12.32,9,20,False,5.602574766962789,5.542207967955619,0.0120214989874511,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0204806142088905,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
65,TrialState.COMPLETE,0.0204862024931552,auc,optseed2,5202,0.7267665048448086,0.996763818983222,3e-05,0.0204862024931552,0.0951299999999999,0.0002566666666666,1317,100,13.17,10,21,12.17,9,20,False,5.538093979936093,5.475610296009108,0.0118726870277896,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0204862024931552,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
64,TrialState.COMPLETE,0.020496154979062,auc,optseed3,6202,0.8199771590565873,0.9967176454984944,6e-05,0.020496154979062,0.0951799999999999,0.0002666666666666,1331,100,13.31,10,23,12.31,9,22,False,5.421393638011068,5.357831830973737,0.0121471310267224,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204765270726641,"(0.8, 0.85]","(0.95, 1.0]",0.825,0.975
63,TrialState.COMPLETE,0.0204988552247116,auc,optseed2,5202,0.7598532805221065,0.997662824804834,3e-05,0.0204988552247116,0.0952399999999999,0.00029,1351,100,13.51,9,21,12.51,8,20,False,5.676389002008364,5.611392459017225,0.0119569989619776,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0204988552247116,"(0.75, 0.8]","(0.95, 1.0]",0.775,0.975
58,TrialState.COMPLETE,0.0205093902644483,auc,optseed3,6203,0.5664320076990138,0.995613015310449,3e-05,0.0205093902644483,0.09521,0.00027,1324,100,13.24,9,22,12.24,8,21,False,5.525787087040953,5.46135553100612,0.0194445949746295,BA1000,RANDOM,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/random_optseed3,0.0203995202842822,"(0.55, 0.6]","(0.95, 1.0]",0.575,0.975
74,TrialState.COMPLETE,0.0205722360320278,auc,optseed3,6202,0.7971173207667794,0.997657153148751,3e-05,0.0205722360320278,0.0952399999999999,0.00028,1341,100,13.41,9,21,12.41,8,20,False,5.532316233031452,5.45852049801033,0.0177533959504216,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204089821509012,"(0.75, 0.8]","(0.95, 1.0]",0.775,0.975
80,TrialState.COMPLETE,0.0205741377293157,auc,optseed3,6202,0.862549709546654,0.9795700329887598,5e-05,0.0205741377293157,0.09564,0.0003599999999999,1337,100,13.37,9,22,12.37,8,21,False,5.582784787984565,5.514952972065657,0.0154130390146747,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204089821509012,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
90,TrialState.COMPLETE,0.0205833903915142,auc,optseed3,6203,0.9069793082263348,0.9343036197578456,5e-05,0.0205833903915142,0.0964599999999999,0.00037,1360,100,13.6,9,24,12.6,8,23,False,5.722477436996996,5.656097717001103,0.0182001709472388,BA1000,RANDOM,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/random_optseed3,0.0203995202842822,"(0.9, 0.95]","(0.9, 0.95]",0.925,0.925
72,TrialState.COMPLETE,0.0205878774529564,auc,optseed3,6202,0.8527572423060777,0.9789571943708932,4e-05,0.0205878774529564,0.09567,0.0004066666666666,1352,100,13.52,9,21,12.52,8,20,False,5.52701066096779,5.4596061209449545,0.0123252930352464,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204089821509012,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
29,TrialState.COMPLETE,0.0206115499439501,auc,optseed1,4201,0.9328981070247124,1.0,1e-05,0.0206115499439501,0.0951199999999999,0.00025,1344,100,13.44,9,22,12.44,8,21,False,5.858610924100503,5.498577293008566,0.0121187700424343,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
23,TrialState.COMPLETE,0.0206115499439501,auc,optseed1,4201,0.9350412373644952,1.0,1e-05,0.0206115499439501,0.0951199999999999,0.00025,1344,100,13.44,9,22,12.44,8,21,False,5.866279382025823,5.535716891987249,0.0120818299474194,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
25,TrialState.COMPLETE,0.0206115499439501,auc,optseed1,4201,0.933339110457292,1.0,1e-05,0.0206115499439501,0.0951199999999999,0.00025,1344,100,13.44,9,22,12.44,8,21,False,5.937003972008824,5.552259613992646,0.0120221489341929,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
26,TrialState.COMPLETE,0.0206115499439501,auc,optseed1,4201,0.9331655710047674,1.0,1e-05,0.0206115499439501,0.0951199999999999,0.00025,1344,100,13.44,9,22,12.44,8,21,False,6.116143406950869,5.6752167290542275,0.0125452850479632,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
27,TrialState.COMPLETE,0.0206115499439501,auc,optseed1,4201,0.9330489668349768,1.0,1e-05,0.0206115499439501,0.0951199999999999,0.00025,1344,100,13.44,9,22,12.44,8,21,False,5.947773596039042,5.56466829800047,0.0120647000148892,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
28,TrialState.COMPLETE,0.0206115499439501,auc,optseed1,4201,0.9329637206250097,1.0,1e-05,0.0206115499439501,0.0951199999999999,0.00025,1344,100,13.44,9,22,12.44,8,21,False,5.8289705800125375,5.4705708579858765,0.0120093189179897,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
24,TrialState.COMPLETE,0.0206199262769394,auc,optseed1,4201,0.9323267338325129,1.0,1e-05,0.0206199262769394,0.0951199999999999,0.0002366666666666,1338,100,13.38,9,22,12.38,8,21,False,5.878324382007122,5.5257942880271,0.0121324600186198,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
48,TrialState.COMPLETE,0.0206263257977757,auc,optseed3,6201,0.9581297439405831,0.9346049723593364,5e-05,0.0206263257977757,0.0964199999999999,0.0004266666666666,1357,100,13.57,8,24,12.57,7,23,False,6.25652947393246,5.639873620006256,0.0119304381078109,BA1000,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed3,0.0206263257977757,"(0.95, 1.0]","(0.9, 0.95]",0.975,0.925
52,TrialState.COMPLETE,0.0206285829472572,auc,optseed3,6202,0.8217422863488011,0.9986691544787174,1e-05,0.0206285829472572,0.0951299999999999,0.0002566666666666,1335,100,13.35,9,23,12.35,8,22,False,5.6826231649611145,5.610966864041984,0.0189647900406271,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204765270726641,"(0.8, 0.85]","(0.95, 1.0]",0.825,0.975
40,TrialState.COMPLETE,0.0206338442791298,auc,optseed3,6202,0.8769534525872315,0.9789747412156424,5e-05,0.0206338442791298,0.09567,0.0004233333333333,1351,100,13.51,9,24,12.51,8,23,False,5.602499166037887,5.529296057997271,0.0181367599871009,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204765270726641,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
87,TrialState.COMPLETE,0.0206352814528634,auc,optseed2,5204,0.9016987430635596,0.9980866952781604,2e-05,0.0206352814528634,0.0951799999999999,0.0002566666666666,1324,100,13.24,9,23,12.24,8,22,False,5.528243546024896,5.4644099060678855,0.0119701890507712,BA1000,GA,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed2,0.0206352814528634,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
10,TrialState.COMPLETE,0.0206357734991616,auc,optseed3,6201,0.9463287007000972,1.0,1e-05,0.0206357734991616,0.0951099999999999,0.00024,1337,100,13.37,9,22,12.37,8,21,False,6.257455745013431,5.598070734995417,0.0123616129858419,BA1000,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed3,0.0206357734991616,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
29,TrialState.COMPLETE,0.0206363417421931,auc,optseed2,5204,0.5249265912106132,0.9995185094279692,1e-05,0.0206363417421931,0.0951299999999999,0.0002433333333333,1334,100,13.34,9,22,12.34,8,21,False,5.657437932910398,5.590777909965254,0.0120201089885085,BA1000,GA,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed2,0.0206363417421931,"(0.499, 0.55]","(0.95, 1.0]",0.5245,0.975
65,TrialState.COMPLETE,0.0206382593614675,auc,optseed3,6201,0.9045132958312012,1.0,1e-05,0.0206382593614675,0.0951199999999999,0.00023,1337,100,13.37,9,22,12.37,8,21,False,5.803838928928599,5.404735443997197,0.0119272789452224,BA1000,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed3,0.0206263257977757,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
55,TrialState.COMPLETE,0.0206390847022344,auc,optseed2,5202,0.7264253492009639,0.9943055000894808,2e-05,0.0206390847022344,0.0952399999999999,0.00028,1319,100,13.19,9,22,12.19,8,21,False,5.603208994027227,5.528441147995181,0.0143987870542332,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0206390847022344,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
83,TrialState.COMPLETE,0.0206434629664539,auc,optseed2,5202,0.7281831844789595,0.97920520975311,4e-05,0.0206434629664539,0.09567,0.0003633333333333,1352,100,13.52,9,25,12.52,8,24,False,5.587438702001236,5.51665162097197,0.0175294930813834,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0204862024931552,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
97,TrialState.COMPLETE,0.0206451193971409,auc,optseed3,6201,0.6341973120081478,0.9982435587389252,4e-05,0.0206451193971409,0.0951899999999999,0.00026,1340,100,13.4,9,23,12.4,8,22,False,6.498862651991658,5.5997021939838305,0.0125133550027385,BA1000,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed3,0.0206263257977757,"(0.6, 0.65]","(0.95, 1.0]",0.625,0.975
77,TrialState.COMPLETE,0.0206479441468404,auc,optseed3,6201,0.6440970703966985,0.9944660888275249,2e-05,0.0206479441468404,0.09521,0.0002833333333333,1317,100,13.17,9,22,12.17,8,21,False,6.5287715289741755,5.572881672997028,0.0119582189945504,BA1000,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed3,0.0206263257977757,"(0.6, 0.65]","(0.95, 1.0]",0.625,0.975
78,TrialState.COMPLETE,0.020651330339638,auc,optseed1,4202,0.9794264847810352,0.937231744906833,5e-05,0.020651330339638,0.0962299999999999,0.00032,1371,100,13.71,9,24,12.71,8,23,False,5.771448133978993,5.702452544006519,0.0188627690076828,BA1000,CMAES,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed1,0.020651330339638,"(0.95, 1.0]","(0.9, 0.95]",0.975,0.925
42,TrialState.COMPLETE,0.0206524696955633,auc,optseed3,6202,0.8908293122290444,0.99378423448464,4e-05,0.0206524696955633,0.0952499999999999,0.00027,1318,100,13.18,9,23,12.18,8,22,False,5.5692513410467654,5.4977866830304265,0.0189523400040343,BA1000,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed3,0.0204765270726641,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
73,TrialState.COMPLETE,0.0206532452461968,auc,optseed2,5202,0.7253479405214409,0.9980637573315184,2e-05,0.0206532452461968,0.0951799999999999,0.0002533333333333,1330,100,13.3,9,21,12.3,8,20,False,5.539594836998731,5.460361298988573,0.0187276570359244,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0204862024931552,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
52,TrialState.COMPLETE,0.0206540697764567,auc,optseed1,4201,0.6601842714364814,1.0,1e-05,0.0206540697764567,0.0951499999999999,0.0002433333333333,1334,100,13.34,9,22,12.34,8,21,False,6.151656809030101,5.612696755095385,0.0120822499739006,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.65, 0.7]","(0.95, 1.0]",0.675,0.975
98,TrialState.COMPLETE,0.0206543644393961,auc,optseed1,4201,0.9030425535896972,1.0,1e-05,0.0206543644393961,0.0951199999999999,0.0002266666666666,1336,100,13.36,9,22,12.36,8,21,False,5.867527778027579,5.449324710993096,0.0120150899747386,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
92,TrialState.COMPLETE,0.0206551672562044,auc,optseed1,4201,0.9006671066087253,1.0,1e-05,0.0206551672562044,0.0951199999999999,0.00023,1336,100,13.36,9,22,12.36,8,21,False,6.055771407904103,5.616436326992698,0.0120536700123921,BA1000,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed1,0.0206115499439501,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
39,TrialState.COMPLETE,0.0206551672562044,auc,optseed3,6201,0.8991282975965886,1.0,1e-05,0.0206551672562044,0.0951199999999999,0.00023,1336,100,13.36,9,22,12.36,8,21,False,6.063985052984208,5.590900791925378,0.0121121300617232,BA1000,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/gpr_optseed3,0.0206357734991616,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
15,TrialState.COMPLETE,0.0206552297019715,auc,optseed1,4204,0.5513200106512267,0.9993436356830404,3e-05,0.0206552297019715,0.09516,0.0002533333333333,1334,100,13.34,9,22,12.34,8,21,False,5.486110987956636,5.424214099999517,0.0119258590275421,BA1000,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/ga_optseed1,0.0204644378774819,"(0.55, 0.6]","(0.95, 1.0]",0.575,0.975
91,TrialState.COMPLETE,0.0206556211331668,auc,optseed3,6203,0.965982456990412,0.954325003457874,3e-05,0.0206556211331668,0.0957699999999999,0.0003733333333333,1381,100,13.81,9,22,12.81,8,21,False,6.031011481070891,5.974789620027877,0.0124275339767336,BA1000,RANDOM,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/random_optseed3,0.0203995202842822,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
91,TrialState.COMPLETE,0.020658619174367,auc,optseed2,5202,0.7406977595516991,0.979691124860633,5e-05,0.020658619174367,0.09567,0.0003866666666666,1338,100,13.38,9,25,12.38,8,24,False,5.533554687979631,5.461802795995027,0.0118634679820388,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0204862024931552,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
15,TrialState.COMPLETE,0.0206590548588838,auc,optseed1,4203,0.9125765842116024,0.999308877036269,1e-05,0.0206590548588838,0.09518,0.0002733333333333,1335,100,13.35,9,24,12.35,8,23,False,5.71107337391004,5.6552304869983345,0.0122051319340243,BA1000,RANDOM,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/random_optseed1,0.0206590548588838,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
77,TrialState.COMPLETE,0.0206599581859317,auc,optseed2,5202,0.7511064596523329,0.9800742315083216,5e-05,0.0206599581859317,0.09565,0.0003433333333333,1308,100,13.08,9,25,12.08,8,24,False,5.536726273945533,5.464994492940605,0.0185880549252033,BA1000,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_ba1000/optimize_runs_auc_20260618/cmaes_optseed2,0.0204862024931552,"(0.75, 0.8]","(0.95, 1.0]",0.775,0.975
