trial,state,value,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec
0,TrialState.COMPLETE,0.01678743447083371,auc,optseed2,5204,0.7968532421984589,0.8905295534443693,2.9710324337707352e-05,0.01678743447083371,0.06878682842287695,0.000362300899562598,1574,100,15.74,10,35,14.74,9,34,False,34.216308104922064,34.15111367905047,0.014518767944537103
1,TrialState.COMPLETE,0.01666109328087077,auc,optseed2,5204,0.6285052535334503,0.627627367789291,2.2282743253280514e-05,0.01666109328087077,0.06874721465709335,0.0003647767599240737,1590,100,15.9,10,31,14.9,9,30,False,35.34896972903516,35.28623289195821,0.013012680923566222
2,TrialState.COMPLETE,0.01621635783681431,auc,optseed2,5204,0.7121339879183776,0.915033249291475,6.189650903689032e-05,0.01621635783681431,0.0686283733597425,0.000320004951720723,1629,100,16.29,10,31,15.29,9,30,False,33.30284815002233,33.243061108049005,0.012170661007985473
3,TrialState.COMPLETE,0.01668715241625848,auc,optseed2,5204,0.7576131498157151,0.8716681374308728,5.446892795246348e-05,0.01668715241625848,0.0687917801435999,0.0003614756127754395,1573,100,15.73,10,30,14.73,9,29,False,33.58757681993302,33.526286709005944,0.011829616967588663
4,TrialState.COMPLETE,0.016378955114732006,auc,optseed2,5204,0.5943376653528898,0.9019345058167355,1.733102253032929e-05,0.016378955114732006,0.06866303540480317,0.00032206816868861934,1604,100,16.04,10,35,15.04,9,34,False,34.512001981027424,34.447789566009305,0.01756395399570465
5,TrialState.COMPLETE,0.016533944171730867,auc,optseed2,5204,0.9101031721253077,0.8225826054448536,4.208962614508542e-05,0.016533944171730867,0.06883634563010647,0.00024923660972187836,1573,100,15.73,10,31,14.73,9,30,False,36.378803421976045,36.30352284992114,0.01916952198371291
6,TrialState.COMPLETE,0.016424021479161326,auc,optseed2,5204,0.5115196191402653,0.5239017338196463,4.208962614508542e-05,0.016424021479161326,0.06878187670215401,0.00033671700916068333,1650,100,16.5,10,30,15.5,9,29,False,35.98825614596717,35.91406352701597,0.01967490802053362
7,TrialState.COMPLETE,0.01635257537115004,auc,optseed2,5204,0.7079000244635749,0.9541494525560525,2.9710324337707355e-05,0.01635257537115004,0.06849220103986135,0.00033238425352810104,1642,100,16.42,10,37,15.42,9,36,False,37.14751956798136,37.07997484598309,0.01927875296678394
8,TrialState.COMPLETE,0.016350758325346697,auc,optseed2,5204,0.9359383052277472,0.8964451224750214,2.9710324337707355e-05,0.016350758325346697,0.06871750433275563,0.00031546587439135095,1618,100,16.18,10,35,15.18,9,34,False,34.335389264975674,34.27542042906862,0.011741125956177711
9,TrialState.COMPLETE,0.016850346661611223,auc,optseed2,5204,0.5642061457408538,0.6809065746282061,5.199306759098787e-05,0.016850346661611223,0.06891062144095074,0.00041429396715358583,1594,100,15.94,10,32,14.94,9,31,False,36.279990536975674,36.21236277290154,0.01717340899631381
