trial,state,value,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec,trial_info_arrow,trial_pop_arrow,trial_agent_arrow
0,TrialState.COMPLETE,0.01674229820315041,auc,optseed4,7203,0.7275401597518691,0.8898969385626896,3.218618469918297e-05,0.01674229820315041,0.06878435256251547,0.0003303210365602047,1572,100,15.72,10,35,14.72,9,34,False,33.58926218887791,33.52894880017266,0.014596488792449236,result/trials/trial_0000_info.arrow,result/trials/trial_0000_pop.arrow,result/trials/trial_0000_agent.arrow
1,TrialState.COMPLETE,0.016561145336118157,auc,optseed4,7203,0.7812129777350729,0.6451956027841075,5.69447883139391e-05,0.016561145336118157,0.0688833869769745,0.0003796319220929273,1618,100,16.18,11,31,15.18,10,30,False,36.27551591512747,36.21936902496964,0.013333884067833424,result/trials/trial_0001_info.arrow,result/trials/trial_0001_pop.arrow,result/trials/trial_0001_agent.arrow
2,TrialState.COMPLETE,0.01650443078876179,auc,optseed4,7203,0.7731710300257664,0.7963851334671392,4.7041346868036646e-05,0.01650443078876179,0.0689948006932409,0.00034166872988363454,1590,100,15.9,10,32,14.9,9,31,False,34.793151278980076,34.73677533515729,0.012136921053752303,result/trials/trial_0002_info.arrow,result/trials/trial_0002_pop.arrow,result/trials/trial_0002_agent.arrow
3,TrialState.COMPLETE,0.01694586509572151,auc,optseed4,7203,0.9726606620810985,0.8383301747226158,2.475860361475613e-05,0.01694586509572151,0.06878435256251547,0.00045803416687298837,1536,100,15.36,10,31,14.36,9,30,False,34.54893608880229,34.484956907108426,0.017458851914852858,result/trials/trial_0003_info.arrow,result/trials/trial_0003_pop.arrow,result/trials/trial_0003_agent.arrow
4,TrialState.COMPLETE,0.016455791770935632,auc,optseed4,7203,0.6685496070640461,0.7464588012086726,5.199306759098788e-05,0.016455791770935632,0.06895271106709581,0.00037983824378971695,1637,100,16.37,10,32,15.37,9,31,False,35.68270760611631,35.620879869908094,0.01841185288503766,result/trials/trial_0004_info.arrow,result/trials/trial_0004_pop.arrow,result/trials/trial_0004_agent.arrow
5,TrialState.COMPLETE,0.016450456295577735,auc,optseed4,7203,0.6243859381514666,0.9239231555110724,8.913097301312206e-05,0.016450456295577735,0.0686184699182966,0.00038726582487414373,1647,100,16.47,10,34,15.47,9,33,False,36.15325027797371,36.09439136600122,0.019539366010576487,result/trials/trial_0005_info.arrow,result/trials/trial_0005_pop.arrow,result/trials/trial_0005_agent.arrow
6,TrialState.COMPLETE,0.016182876492059853,auc,optseed4,7203,0.9711738182634411,0.8606793820017495,4.208962614508542e-05,0.016182876492059853,0.068729883634563,0.00033506643558636626,1683,100,16.83,10,32,15.83,9,31,False,35.055964613100514,35.00100667704828,0.01196595886722207,result/trials/trial_0006_info.arrow,result/trials/trial_0006_pop.arrow,result/trials/trial_0006_agent.arrow
7,TrialState.COMPLETE,0.016697561092113924,auc,optseed4,7203,0.8165520428317322,0.623104684853345,2.475860361475613e-05,0.016697561092113924,0.0687224560534786,0.00050796401749608,1600,100,16.0,10,32,15.0,9,31,False,35.87513066479005,35.82139920303598,0.012035920051857829,result/trials/trial_0007_info.arrow,result/trials/trial_0007_pop.arrow,result/trials/trial_0007_agent.arrow
8,TrialState.COMPLETE,0.016492921799188296,auc,optseed4,7203,0.9343020498669877,0.7294531645289358,3.713790542213419e-05,0.016492921799188296,0.0689948006932409,0.00046690599983494264,1620,100,16.2,10,39,15.2,9,38,False,35.1489529509563,35.08529091393575,0.019394204951822758,result/trials/trial_0008_info.arrow,result/trials/trial_0008_pop.arrow,result/trials/trial_0008_agent.arrow
9,TrialState.COMPLETE,0.01655693836885209,auc,optseed4,7203,0.5240710865397284,0.814669958782485,4.9517207229512264e-05,0.01655693836885209,0.06889081455805894,0.00039613765783609806,1601,100,16.01,11,29,15.01,10,28,False,35.35076240892522,35.28896628390066,0.01929848315194249,result/trials/trial_0009_info.arrow,result/trials/trial_0009_pop.arrow,result/trials/trial_0009_agent.arrow
