method,method_label,mean_final_selfish_ratio,max_final_selfish_ratio,peak_mean_selfish_ratio,mean_total_shared_ratio_misinformation,mean_total_viewed_ratio_misinformation,mean_total_shared_ratio_corrective,mean_total_viewed_ratio_corrective,mean_total_shared_ratio_observational,mean_total_viewed_ratio_observational,mean_total_shared_ratio_behavior_guiding,mean_total_viewed_ratio_behavior_guiding
cmaes,CMA-ES,0.000014855162168853676,0.0002475860361475613,0.06781133944045556,0.3453528101015103,9.087858380787324,0.33214904679376084,8.433161673681605,0.11830770675568382,3.0982532378277314,0.23648180242634315,8.176952215895023
ga,GA,0.000017331022530329287,0.0002475860361475613,0.06760584303045308,0.3471081950977965,9.125142361970784,0.3320029710324338,8.392292646694727,0.14020987677833432,3.6383863103967093,0.2327110670958158,8.029744986382768
gpr,GPR,0.000017331022530329287,0.0002475860361475613,0.06761574647189898,0.346246595692003,9.082022777915325,0.3458578856152513,8.84959395890072,0.1411773668272802,3.7749366751099855,0.2494825451844516,8.627836098044071
random,Random,0.000017331022530329287,0.0002475860361475613,0.06760584303045308,0.3471081950977965,9.125142361970784,0.3320029710324338,8.392292646694727,0.14020987677833432,3.6383863103967093,0.2327110670958158,8.029744986382768
