trial,state,value,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec,trial_info_arrow,trial_pop_arrow,trial_agent_arrow
0,TrialState.COMPLETE,0.006939577403298729,auc,optseed6,9202,0.7448851010249777,0.7588023607394234,3.373155305692199e-05,0.006939577403298729,0.030466619817287426,0.00015132349496369175,1335,100,13.35,10,25,12.35,9,24,False,22.284557081060484,22.21675722603686,0.014719590079039335,result/trials/trial_0000_info.arrow,result/trials/trial_0000_pop.arrow,result/trials/trial_0000_agent.arrow
1,TrialState.COMPLETE,0.006935247414456041,auc,optseed6,9202,0.7561967162443578,0.7449474781730557,2.8109627547434995e-05,0.006935247414456041,0.03048208011243851,0.00016490981494495196,1338,100,13.38,9,26,12.38,8,25,False,21.421761313918978,21.35290757706389,0.012098730076104403,result/trials/trial_0001_info.arrow,result/trials/trial_0001_pop.arrow,result/trials/trial_0001_agent.arrow
2,TrialState.COMPLETE,0.0069784780242240245,auc,optseed6,9202,0.6453978653975191,0.7157460436059455,3.513703443429374e-05,0.0069784780242240245,0.03062965565706255,0.0001658468025298665,1359,100,13.59,9,30,12.59,8,29,False,23.821347607998177,23.758629751158878,0.011879228055477142,result/trials/trial_0002_info.arrow,result/trials/trial_0002_pop.arrow,result/trials/trial_0002_agent.arrow
3,TrialState.COMPLETE,0.0067986184754944235,auc,optseed6,9202,0.7985602955976338,0.7285238679226869,3.09205903021785e-05,0.0067986184754944235,0.030545326774420237,0.00016444132115249474,1368,100,13.68,9,26,12.68,8,25,False,22.60808403091505,22.539784568129107,0.017144958954304457,result/trials/trial_0003_info.arrow,result/trials/trial_0003_pop.arrow,result/trials/trial_0003_agent.arrow
4,TrialState.COMPLETE,0.006709276971373452,auc,optseed6,9202,0.7407416233785366,0.8170614593227605,1.827125790583275e-05,0.006709276971373452,0.030362614195361917,0.00016163035839775124,1376,100,13.76,9,27,12.76,8,26,False,23.726406088098884,23.667927391128615,0.01174446614459157,result/trials/trial_0004_info.arrow,result/trials/trial_0004_pop.arrow,result/trials/trial_0004_agent.arrow
5,TrialState.COMPLETE,0.006831370348061606,auc,optseed6,9202,0.6778581473484938,0.7475863535459106,2.8109627547434995e-05,0.006831370348061606,0.03045959241040056,0.00015460295151089248,1339,100,13.39,9,23,12.39,8,22,False,21.731990789063275,21.672200365923345,0.011756195919588208,result/trials/trial_0005_info.arrow,result/trials/trial_0005_pop.arrow,result/trials/trial_0005_agent.arrow
6,TrialState.COMPLETE,0.007166021491106088,auc,optseed6,9202,0.7541998557383053,0.6824744989999175,2.6704146170063247e-05,0.007166021491106088,0.030631061138439913,0.00015928788943546498,1323,100,13.23,9,23,12.23,8,22,False,23.588475700002164,23.52218447206542,0.01174638606607914,result/trials/trial_0006_info.arrow,result/trials/trial_0006_pop.arrow,result/trials/trial_0006_agent.arrow
7,TrialState.COMPLETE,0.00691457890642064,auc,optseed6,9202,0.8350537911275049,0.7379121530500132,3.092059030217849e-05,0.00691457890642064,0.03062122276879831,0.00017849613492621223,1363,100,13.63,9,24,12.63,8,23,False,22.673486697953194,22.607045107986778,0.01170540601015091,result/trials/trial_0007_info.arrow,result/trials/trial_0007_pop.arrow,result/trials/trial_0007_agent.arrow
8,TrialState.COMPLETE,0.006427866836922683,auc,optseed6,9202,0.7722188390922125,0.8797034351989153,1.9676739283204498e-05,0.006427866836922683,0.03031201686577653,0.00010822206605762474,1457,100,14.57,10,24,13.57,9,23,False,22.838270548032597,22.768598509952426,0.019226862117648125,result/trials/trial_0008_info.arrow,result/trials/trial_0008_pop.arrow,result/trials/trial_0008_agent.arrow
9,TrialState.COMPLETE,0.006458393489697412,auc,optseed6,9202,0.657880737347467,0.8533957269925162,2.6704146170063247e-05,0.006458393489697412,0.030341531974701335,0.000125556336378543,1420,100,14.2,10,27,13.2,9,26,False,20.96611112402752,20.89684846205637,0.019083821214735508,result/trials/trial_0009_info.arrow,result/trials/trial_0009_pop.arrow,result/trials/trial_0009_agent.arrow
10,TrialState.COMPLETE,0.006908995543032885,auc,optseed6,9202,0.6877934521501202,0.7964743715857769,4.638088545326775e-05,0.006908995543032885,0.03037666900913563,0.00016631529632232374,1345,100,13.45,9,22,12.45,8,21,False,23.232161700958386,23.159832973964512,0.019124140962958336,result/trials/trial_0010_info.arrow,result/trials/trial_0010_pop.arrow,result/trials/trial_0010_agent.arrow
