degree_level,strategy,strategy_label,avg_final_selfish_ratio,std_final_selfish_ratio,avg_peak_selfish_ratio,avg_shared_misinformation,avg_shared_corrective,avg_shared_observational,avg_shared_behavior_guiding
deg20,balance,"Balance (0.8, 0.8)",0.00006666666666666668,0.00004163331998932266,0.09248,0.41615666666666673,0.7893333333333334,0.3110068376068376,0.15982666666666667
deg20,certainty_high,"Certainty high (0.9, 0.5)",0.00006333333333333333,0.000025166114784235837,0.09466000000000001,0.41933,0.63639,0.33516600790513834,0.2207933333333333
deg20,effective_high,"Effectiveness high (0.5, 0.9)",0.000053333333333333326,0.00003511884584284246,0.09248,0.4211766666666667,0.84603,0.3138313131313131,0.13954
deg30,balance,"Balance (0.8, 0.8)",0.000016666666666666667,0.000011547005383792516,0.12766666666666668,0.6022666666666666,0.68344,0.32245844155844156,0.15111
deg30,certainty_high,"Certainty high (0.9, 0.5)",0.00001,0.00001,0.13013333333333332,0.6037266666666666,0.6177833333333334,0.34238510491916063,0.21064333333333332
deg30,effective_high,"Effectiveness high (0.5, 0.9)",0.00002666666666666667,0.000011547005383792517,0.12740666666666667,0.60548,0.8377666666666667,0.3166853193773484,0.13325
deg40,balance,"Balance (0.8, 0.8)",6.6666666666666675e-6,5.773502691896258e-6,0.16029000000000002,0.6945566666666667,0.8342,0.3156251082251082,0.13853333333333331
deg40,certainty_high,"Certainty high (0.9, 0.5)",0.000023333333333333336,0.000025166114784235833,0.16381666666666667,0.6982400000000001,0.6655733333333334,0.33912666666666663,0.18853
deg40,effective_high,"Effectiveness high (0.5, 0.9)",0.00001,0.0,0.15922999999999998,0.6950500000000001,0.8848133333333333,0.31079663394109397,0.12232
