trial,state,value,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec
0,TrialState.COMPLETE,0.007036737355277487,auc,optseed2,5203,0.7368569825558742,0.5215976459550953,4.4975404075895996e-05,0.007036737355277487,0.03077160927617709,0.00022956195830405247,1401,100,14.01,9,28,13.01,8,27,False,22.720331661053933,22.658803656930104,0.014993263990618289
1,TrialState.COMPLETE,0.00650951119243182,auc,optseed2,5203,0.5409439645395849,0.8902923012994686,2.6704146170063247e-05,0.00650951119243182,0.030321855235418135,0.00011478097915202623,1466,100,14.66,10,22,13.66,9,21,False,23.5463701619301,23.49078241805546,0.01223557093180716
2,TrialState.COMPLETE,0.007190971985892454,auc,optseed2,5203,0.7931772627319535,0.5974806046042811,5.0597329585382996e-05,0.007190971985892454,0.030803935347856647,0.0002178496134926212,1302,100,13.02,9,25,12.02,8,24,False,21.05744630191475,20.990265444037504,0.018908138968981802
3,TrialState.COMPLETE,0.006243612503380256,auc,optseed2,5203,0.7332897435613703,0.9537040362335032,1.4054813773717497e-05,0.006243612503380256,0.03026704146170063,0.00010447411571796675,1476,100,14.76,9,27,13.76,8,26,False,22.113977315020747,22.058930637082085,0.011839357088319957
4,TrialState.COMPLETE,0.007013490350329442,auc,optseed2,5203,0.8592124194470392,0.5412522794910942,3.2326071679550243e-05,0.007013490350329442,0.030785664089950808,0.0002070742562661045,1385,100,13.85,9,24,12.85,8,23,False,21.124865844030865,21.06140108802356,0.019378605065867305
5,TrialState.COMPLETE,0.006385006491900162,auc,optseed2,5203,0.7484555541378886,0.9681954395277282,1.827125790583275e-05,0.006385006491900162,0.030255797610681662,0.00011759194190676975,1439,100,14.39,10,25,13.39,9,24,False,21.460105197969824,21.397074317908846,0.017216959968209267
6,TrialState.COMPLETE,0.0066946646076614415,auc,optseed2,5203,0.9946226767401332,0.7769614752668489,2.9515108924806747e-05,0.0066946646076614415,0.030550948699929727,0.00014804403841649097,1426,100,14.26,9,27,13.26,8,26,False,24.523818228044547,24.45191048493143,0.019288882962428033
7,TrialState.COMPLETE,0.00698243703684659,auc,optseed2,5203,0.6459819296862181,0.7391999976697612,2.8109627547434995e-05,0.00698243703684659,0.030593113141250877,0.00015366596392597798,1354,100,13.54,9,25,12.54,8,24,False,22.330011737998575,22.26337894599419,0.019265933078713715
8,TrialState.COMPLETE,0.006787258184449691,auc,optseed2,5203,0.9109323332751316,0.7738192179157051,3.65425158116655e-05,0.006787258184449691,0.030480674631061144,0.00016631529632232374,1380,100,13.8,9,25,12.8,8,24,False,22.841778537025675,22.77142404310871,0.019253042992204428
9,TrialState.COMPLETE,0.007093926283641566,auc,optseed2,5203,0.5859710927608791,0.6658134502289741,2.6704146170063247e-05,0.007093926283641566,0.030617006324666195,0.00019348793628484425,1338,100,13.38,8,27,12.38,7,26,False,21.917222394957207,21.854445417993702,0.01888581900857389
10,TrialState.COMPLETE,0.006167224255919759,auc,optseed2,5203,0.9832700490470943,0.952636162499656,2.1082220660576246e-05,0.006167224255919759,0.030257203092059027,9.7446708831108e-05,1491,100,14.91,10,29,13.91,9,28,False,21.78445420600474,21.7212583249202,0.019066581036895514
11,TrialState.COMPLETE,0.006209291412860517,auc,optseed2,5203,0.6291935727341351,0.9725070789678234,2.6704146170063247e-05,0.006209291412860517,0.030196767392832044,0.00010681658468025299,1511,100,15.11,10,26,14.11,9,25,False,21.642892987001687,21.574551003985107,0.021546680014580488
12,TrialState.COMPLETE,0.007054170186271751,auc,optseed2,5203,0.7608056293405201,0.5176652451535654,3.65425158116655e-05,0.007054170186271751,0.030798313422347158,0.0001845865542281565,1368,100,13.68,9,25,12.68,8,24,False,21.484350449987687,21.42476390907541,0.018953730002976954
13,TrialState.COMPLETE,0.006932493358862815,auc,optseed2,5203,0.7715979054187447,0.6687500887673754,3.092059030217849e-05,0.006932493358862815,0.03061278988053408,0.00015507144530334976,1347,100,13.47,9,24,12.47,8,23,False,20.936372490017675,20.866944665904157,0.019167372025549412
14,TrialState.COMPLETE,0.006772749374676581,auc,optseed2,5203,0.8451998660021389,0.7230341568469703,2.8109627547434995e-05,0.006772749374676581,0.030477863668306394,0.00012696181775591475,1318,100,13.18,10,24,12.18,9,23,False,22.001848135958426,21.929998422972858,0.019027719972655177
15,TrialState.COMPLETE,0.007088108413119585,auc,optseed2,5203,0.5759513149137978,0.6386703768518376,3.65425158116655e-05,0.007088108413119585,0.03070976809557273,0.0002187866010775357,1297,100,12.97,9,25,11.97,8,24,False,22.64044351503253,22.583399263909087,0.011658484931103885
16,TrialState.COMPLETE,0.007053447441698117,auc,optseed2,5203,0.7509519380793324,0.6740109329111641,3.092059030217849e-05,0.007053447441698117,0.030609978917779338,0.00016256734598266574,1371,100,13.71,9,25,12.71,8,24,False,21.705551413004287,21.63654585299082,0.019007300026714802
17,TrialState.COMPLETE,0.006416857685270258,auc,optseed2,5203,0.8686810774311124,0.9759745560174047,3.3731553056921995e-05,0.006416857685270258,0.030184118060435697,0.00010775357226516749,1436,100,14.36,10,23,13.36,9,22,False,22.841867808951065,22.784760327078402,0.011629285058006644
18,TrialState.COMPLETE,0.006770638250699833,auc,optseed2,5203,0.669869152867387,0.7684881989563668,3.2326071679550243e-05,0.006770638250699833,0.03053408292340127,0.00014570156945420474,1377,100,13.77,9,26,12.77,8,25,False,23.599818461108953,23.541973631014116,0.011564964079298079
19,TrialState.COMPLETE,0.007130389781727373,auc,optseed2,5203,0.9843454690020224,0.5709840101903487,2.8109627547434995e-05,0.007130389781727373,0.030825017568517223,0.00018318107285078474,1370,100,13.7,9,28,12.7,8,27,False,21.18018803501036,21.124014563974924,0.01720892998855561
20,TrialState.COMPLETE,0.007178323305352502,auc,optseed2,5203,0.8697822269795389,0.5897289845481211,2.9515108924806747e-05,0.007178323305352502,0.030782853127196065,0.000185523541813071,1314,100,13.14,9,24,12.14,8,23,False,20.79416912200395,20.73220064502675,0.017079637036658823
21,TrialState.COMPLETE,0.006367233651847823,auc,optseed2,5203,0.8635331131889019,0.8546430171182072,1.6865776528460998e-05,0.006367233651847823,0.03034153197470134,0.00013398922464277348,1447,100,14.47,10,23,13.47,9,22,False,22.561292377999052,22.495569966966286,0.018980030086822808
22,TrialState.COMPLETE,0.006327803892739424,auc,optseed2,5203,0.9516738993258589,0.9615834263354199,1.9676739283204498e-05,0.006327803892739424,0.03029234012649332,0.00010962754743499649,1477,100,14.77,9,27,13.77,8,26,False,21.937223886954598,21.882110227947123,0.011737475986592472
23,TrialState.COMPLETE,0.006673415086923515,auc,optseed2,5203,0.9815559307718489,0.8081413143291951,3.7947997189037244e-05,0.006673415086923515,0.030372452565003517,9.557273366127899e-05,1371,100,13.71,10,25,12.71,9,24,False,21.199873422970995,21.133904259069823,0.019083980936557055
24,TrialState.COMPLETE,0.00694776421376694,auc,optseed2,5203,0.9551935275669222,0.7418469234086229,2.3893183415319746e-05,0.00694776421376694,0.030550948699929734,0.00017662215975638323,1361,100,13.61,9,30,12.61,8,29,False,22.44685347098857,22.390057703945786,0.016940276022069156
25,TrialState.COMPLETE,0.00671883541344535,auc,optseed2,5203,0.7760695303487901,0.7917422383801112,2.1082220660576246e-05,0.00671883541344535,0.030427266338721014,0.000142422112907004,1397,100,13.97,9,28,12.97,8,27,False,22.95796346408315,22.89954677806236,0.011936667957343161
26,TrialState.COMPLETE,0.006270925030253383,auc,optseed2,5203,0.7438928366050757,0.925278510371049,1.9676739283204498e-05,0.006270925030253383,0.030328882642305,9.369875849144998e-05,1504,100,15.04,10,25,14.04,9,24,False,23.092348512029275,23.036847417941317,0.011746896081604064
27,TrialState.COMPLETE,0.006347974363543768,auc,optseed2,5203,0.6646414639494023,0.9632862333246693,1.827125790583275e-05,0.006347974363543768,0.030320449754040756,0.000104942609510424,1464,100,14.64,9,24,13.64,8,23,False,23.524067213991657,23.458688176004216,0.016975956968963146
28,TrialState.COMPLETE,0.007029224432766687,auc,optseed2,5203,0.6785157161033432,0.6662394549801305,3.513703443429375e-05,0.007029224432766687,0.03063246661981729,0.00019536191145467323,1342,100,13.42,8,25,12.42,7,24,False,21.22475402103737,21.163737433962524,0.017026318004354835
29,TrialState.COMPLETE,0.006934026462258098,auc,optseed2,5203,0.8687861742226926,0.7101113228942237,2.6704146170063247e-05,0.006934026462258098,0.0305523541813071,0.00021691262590770673,1363,100,13.63,9,24,12.63,8,23,False,23.478677527047694,23.421849988983013,0.011804806999862194
30,TrialState.COMPLETE,0.006480658367611993,auc,optseed2,5203,0.5450987490566477,0.9231259602291024,1.546029515108925e-05,0.006480658367611993,0.030351370344342946,0.00010119465917076599,1456,100,14.56,10,25,13.56,9,24,False,27.661409512977116,27.59968815802131,0.019006461021490395
31,TrialState.COMPLETE,0.006976157724724556,auc,optseed2,5203,0.8649452280705231,0.657258645916496,1.6865776528460998e-05,0.006976157724724556,0.030661981728742092,0.000174279690794097,1319,100,13.19,9,23,12.19,8,22,False,22.03344232204836,21.97666849300731,0.011663715937174857
