network,network_label,method,num_iter,n_steps,t_min,t_max,final_window_steps,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean
ba_1000,BA1000,random,26,10,0,9,3,0.0,0.0246,0.084,0.001
ba_1000,BA1000,random,27,12,0,11,3,0.0,0.021333333333333333,0.106,0.0
ba_1000,BA1000,random,28,13,0,12,3,0.0,0.017538461538461537,0.087,0.0
ba_1000,BA1000,random,29,12,0,11,3,0.0,0.021083333333333332,0.115,0.0
ba_1000,BA1000,random,30,24,0,23,3,0.0,0.016041666666666666,0.11,0.0
ba_1000,BA1000,random,31,10,0,9,3,0.0,0.0249,0.093,0.002
ba_1000,BA1000,random,32,12,0,11,3,0.0,0.02366666666666667,0.111,0.0
ba_1000,BA1000,random,33,19,0,18,3,0.0,0.01931578947368421,0.073,0.0
ba_1000,BA1000,random,34,14,0,13,3,0.0,0.016714285714285716,0.097,0.0
ba_1000,BA1000,random,35,12,0,11,3,0.0,0.021750000000000002,0.09,0.0
ba_1000,BA1000,random,36,19,0,18,3,0.0,0.018894736842105263,0.101,0.0
ba_1000,BA1000,random,37,18,0,17,3,0.0,0.0205,0.082,0.0
ba_1000,BA1000,random,38,22,0,21,3,0.0,0.016772727272727272,0.114,0.0
ba_1000,BA1000,random,39,12,0,11,3,0.0,0.020500000000000004,0.097,0.0003333333333333333
ba_1000,BA1000,random,40,11,0,10,3,0.0,0.02372727272727273,0.086,0.0023333333333333335
ba_1000,BA1000,random,41,14,0,13,3,0.0,0.01842857142857143,0.085,0.0
ba_1000,BA1000,random,42,11,0,10,3,0.0,0.023272727272727275,0.094,0.0
ba_1000,BA1000,random,43,20,0,19,3,0.0,0.01975,0.092,0.0
ba_1000,BA1000,random,44,12,0,11,3,0.0,0.019083333333333334,0.081,0.0003333333333333333
ba_1000,BA1000,random,45,11,0,10,3,0.0,0.02372727272727273,0.104,0.0
ba_1000,BA1000,random,46,12,0,11,3,0.0,0.021083333333333332,0.095,0.0
ba_1000,BA1000,random,47,14,0,13,3,0.0,0.01792857142857143,0.116,0.0
ba_1000,BA1000,random,48,12,0,11,3,0.0,0.019,0.1,0.0003333333333333333
ba_1000,BA1000,random,49,14,0,13,3,0.0,0.015642857142857146,0.076,0.0
ba_1000,BA1000,random,50,18,0,17,3,0.0,0.021222222222222222,0.106,0.0006666666666666666
ba_1000,BA1000,random,51,12,0,11,3,0.0,0.02341666666666667,0.108,0.0
ba_1000,BA1000,random,52,11,0,10,3,0.0,0.02209090909090909,0.097,0.0003333333333333333
ba_1000,BA1000,random,53,12,0,11,3,0.0,0.0205,0.105,0.0003333333333333333
ba_1000,BA1000,random,54,18,0,17,3,0.0,0.021500000000000002,0.105,0.0
ba_1000,BA1000,random,55,14,0,13,3,0.0,0.01807142857142857,0.109,0.0003333333333333333
ba_1000,BA1000,random,56,16,0,15,3,0.0,0.0228125,0.085,0.0003333333333333333
ba_1000,BA1000,random,57,10,0,9,3,0.0,0.0254,0.096,0.0003333333333333333
ba_1000,BA1000,random,58,12,0,11,3,0.0,0.022166666666666668,0.114,0.0
ba_1000,BA1000,random,59,12,0,11,3,0.0,0.018166666666666664,0.071,0.0003333333333333333
ba_1000,BA1000,random,60,12,0,11,3,0.0,0.022833333333333334,0.115,0.0003333333333333333
ba_1000,BA1000,random,61,15,0,14,3,0.0,0.01606666666666667,0.101,0.0
ba_1000,BA1000,random,62,13,0,12,3,0.0,0.020692307692307694,0.106,0.0
ba_1000,BA1000,random,63,12,0,11,3,0.0,0.021416666666666667,0.107,0.0
ba_1000,BA1000,random,64,21,0,20,3,0.0,0.01819047619047619,0.1,0.0
ba_1000,BA1000,random,65,10,0,9,3,0.0,0.024600000000000004,0.084,0.0003333333333333333
ba_1000,BA1000,random,66,13,0,12,3,0.0,0.018384615384615385,0.096,0.0
ba_1000,BA1000,random,67,17,0,16,3,0.0,0.021176470588235293,0.09,0.0003333333333333333
ba_1000,BA1000,random,68,10,0,9,3,0.0,0.023200000000000005,0.097,0.0013333333333333333
ba_1000,BA1000,random,69,16,0,15,3,0.0,0.02525,0.117,0.0
ba_1000,BA1000,random,70,11,0,10,3,0.0,0.02372727272727273,0.095,0.0006666666666666666
ba_1000,BA1000,random,71,12,0,11,3,0.0,0.02075,0.091,0.0006666666666666666
ba_1000,BA1000,random,72,23,0,22,3,0.0,0.010391304347826086,0.09,0.0
ba_1000,BA1000,random,73,11,0,10,3,0.0,0.02209090909090909,0.079,0.0003333333333333333
ba_1000,BA1000,random,74,10,0,9,3,0.0,0.0245,0.106,0.0003333333333333333
ba_1000,BA1000,random,75,11,0,10,3,0.0,0.023454545454545454,0.108,0.0
ba_1000,BA1000,random,76,11,0,10,3,0.0,0.02372727272727273,0.125,0.0003333333333333333
ba_1000,BA1000,random,77,17,0,16,3,0.0,0.021470588235294116,0.108,0.0003333333333333333
ba_1000,BA1000,random,78,18,0,17,3,0.0,0.021,0.111,0.0
ba_1000,BA1000,random,79,10,0,9,3,0.0,0.022400000000000003,0.091,0.0006666666666666666
ba_1000,BA1000,random,80,12,0,11,3,0.0,0.020916666666666667,0.084,0.0
ba_1000,BA1000,random,81,14,0,13,3,0.0,0.019571428571428573,0.108,0.0
ba_1000,BA1000,random,82,11,0,10,3,0.0,0.023363636363636364,0.091,0.0
ba_1000,BA1000,random,83,12,0,11,3,0.0,0.022083333333333333,0.096,0.0
ba_1000,BA1000,random,84,12,0,11,3,0.0,0.019500000000000003,0.105,0.0
ba_1000,BA1000,random,85,13,0,12,3,0.0,0.015769230769230768,0.075,0.0
ba_1000,BA1000,random,86,15,0,14,3,0.0,0.0176,0.11,0.0
ba_1000,BA1000,random,87,13,0,12,3,0.0,0.018692307692307696,0.082,0.0
ba_1000,BA1000,random,88,11,0,10,3,0.0,0.02172727272727273,0.101,0.0003333333333333333
ba_1000,BA1000,random,89,18,0,17,3,0.0,0.020888888888888887,0.09,0.0
ba_1000,BA1000,random,90,12,0,11,3,0.0,0.021500000000000002,0.092,0.0
ba_1000,BA1000,random,91,12,0,11,3,0.0,0.02075,0.098,0.0006666666666666666
ba_1000,BA1000,random,92,9,0,8,3,0.0,0.026666666666666665,0.093,0.008
ba_1000,BA1000,random,93,19,0,18,3,0.0,0.019210526315789473,0.093,0.0
ba_1000,BA1000,random,94,12,0,11,3,0.0,0.018833333333333337,0.084,0.0
ba_1000,BA1000,random,95,12,0,11,3,0.0,0.020833333333333332,0.081,0.0
ba_1000,BA1000,random,96,20,0,19,3,0.0,0.01975,0.096,0.0003333333333333333
ba_1000,BA1000,random,97,12,0,11,3,0.0,0.02033333333333333,0.088,0.0006666666666666666
ba_1000,BA1000,random,98,11,0,10,3,0.0,0.02190909090909091,0.107,0.0003333333333333333
ba_1000,BA1000,random,99,11,0,10,3,0.0,0.024090909090909093,0.121,0.0003333333333333333
ba_1000,BA1000,gpr,0,9,0,8,3,0.0,0.028555555555555556,0.114,0.0006666666666666666
ba_1000,BA1000,gpr,1,15,0,14,3,0.0,0.016733333333333333,0.097,0.0
ba_1000,BA1000,gpr,2,10,0,9,3,0.0,0.027000000000000003,0.103,0.0006666666666666666
ba_1000,BA1000,gpr,3,10,0,9,3,0.0,0.024,0.094,0.001
ba_1000,BA1000,gpr,4,11,0,10,3,0.0,0.02109090909090909,0.082,0.0006666666666666666
ba_1000,BA1000,gpr,5,12,0,11,3,0.0,0.02125,0.107,0.0
ba_1000,BA1000,gpr,6,10,0,9,3,0.0,0.0251,0.089,0.001
ba_1000,BA1000,gpr,7,10,0,9,3,0.0,0.0224,0.093,0.001
ba_1000,BA1000,gpr,8,19,0,18,3,0.0,0.017842105263157892,0.074,0.0003333333333333333
ba_1000,BA1000,gpr,9,14,0,13,3,0.0,0.018142857142857145,0.1,0.0
ba_1000,BA1000,gpr,10,13,0,12,3,0.0,0.019769230769230768,0.079,0.0003333333333333333
ba_1000,BA1000,gpr,11,11,0,10,3,0.0,0.025181818181818184,0.112,0.0003333333333333333
ba_1000,BA1000,gpr,12,10,0,9,3,0.0,0.0236,0.097,0.0003333333333333333
ba_1000,BA1000,gpr,13,10,0,9,3,0.0,0.024600000000000004,0.084,0.0036666666666666666
ba_1000,BA1000,gpr,14,19,0,18,3,0.0,0.018210526315789476,0.094,0.0
ba_1000,BA1000,gpr,15,14,0,13,3,0.0,0.01992857142857143,0.108,0.0003333333333333333
ba_1000,BA1000,gpr,16,14,0,13,3,0.0,0.01578571428571429,0.074,0.0
ba_1000,BA1000,gpr,17,10,0,9,3,0.0,0.023700000000000002,0.121,0.0003333333333333333
ba_1000,BA1000,gpr,18,18,0,17,3,0.0,0.022555555555555558,0.118,0.0
ba_1000,BA1000,gpr,19,11,0,10,3,0.0,0.021454545454545452,0.072,0.001
ba_1000,BA1000,gpr,20,10,0,9,3,0.0,0.0252,0.094,0.001
ba_1000,BA1000,gpr,21,14,0,13,3,0.0,0.017214285714285713,0.068,0.0003333333333333333
ba_1000,BA1000,gpr,22,13,0,12,3,0.001,0.018153846153846152,0.073,0.0003333333333333333
ba_1000,BA1000,gpr,23,11,0,10,3,0.0,0.022272727272727274,0.1,0.0006666666666666666
ba_1000,BA1000,gpr,24,11,0,10,3,0.0,0.021363636363636366,0.078,0.0003333333333333333
ba_1000,BA1000,gpr,25,16,0,15,3,0.0,0.0245625,0.101,0.0
ba_1000,BA1000,gpr,26,9,0,8,3,0.0,0.027,0.09,0.0013333333333333333
ba_1000,BA1000,gpr,27,9,0,8,3,0.0,0.02811111111111111,0.105,0.0036666666666666666
ba_1000,BA1000,gpr,28,12,0,11,3,0.0,0.01933333333333333,0.082,0.0
ba_1000,BA1000,gpr,29,9,0,8,3,0.0,0.02811111111111111,0.119,0.0016666666666666668
ba_1000,BA1000,gpr,30,19,0,18,3,0.0,0.020526315789473684,0.11,0.0
ba_1000,BA1000,gpr,31,10,0,9,3,0.0,0.0247,0.098,0.002
ba_1000,BA1000,gpr,32,10,0,9,3,0.0,0.028300000000000002,0.116,0.0013333333333333333
ba_1000,BA1000,gpr,33,11,0,10,3,0.0,0.020363636363636365,0.076,0.002
ba_1000,BA1000,gpr,34,10,0,9,3,0.0,0.0235,0.092,0.001
ba_1000,BA1000,gpr,35,17,0,16,3,0.0,0.023529411764705882,0.078,0.0
ba_1000,BA1000,gpr,36,11,0,10,3,0.0,0.021909090909090913,0.1,0.0
ba_1000,BA1000,gpr,37,12,0,11,3,0.0,0.01941666666666667,0.082,0.0003333333333333333
ba_1000,BA1000,gpr,38,10,0,9,3,0.0,0.0256,0.104,0.0030000000000000005
ba_1000,BA1000,gpr,39,15,0,14,3,0.0,0.0166,0.102,0.0
ba_1000,BA1000,gpr,40,10,0,9,3,0.0,0.0251,0.084,0.0030000000000000005
ba_1000,BA1000,gpr,41,18,0,17,3,0.0,0.021333333333333333,0.089,0.0
ba_1000,BA1000,gpr,42,13,0,12,3,0.0,0.019615384615384614,0.1,0.0
ba_1000,BA1000,gpr,43,12,0,11,3,0.0,0.021,0.095,0.0
ba_1000,BA1000,gpr,44,11,0,10,3,0.0,0.02018181818181818,0.086,0.0003333333333333333
ba_1000,BA1000,gpr,45,19,0,18,3,0.0,0.020526315789473684,0.109,0.0
ba_1000,BA1000,gpr,46,12,0,11,3,0.0,0.021166666666666667,0.094,0.0
ba_1000,BA1000,gpr,47,11,0,10,3,0.0,0.023090909090909092,0.118,0.0006666666666666666
ba_1000,BA1000,gpr,48,12,0,11,3,0.0,0.018916666666666665,0.09,0.0003333333333333333
ba_1000,BA1000,gpr,49,11,0,10,3,0.0,0.020545454545454544,0.077,0.0
ba_1000,BA1000,gpr,50,11,0,10,3,0.0,0.025090909090909094,0.102,0.0
ba_1000,BA1000,gpr,51,11,0,10,3,0.0,0.025272727272727277,0.115,0.0
ba_1000,BA1000,gpr,52,12,0,11,3,0.0,0.020166666666666666,0.098,0.0
ba_1000,BA1000,gpr,53,13,0,12,3,0.0,0.018153846153846156,0.104,0.0
ba_1000,BA1000,gpr,54,12,0,11,3,0.0,0.021416666666666667,0.115,0.0003333333333333333
ba_1000,BA1000,gpr,55,14,0,13,3,0.0,0.018571428571428572,0.121,0.0
ba_1000,BA1000,gpr,56,11,0,10,3,0.0,0.02090909090909091,0.089,0.0006666666666666666
ba_1000,BA1000,gpr,57,10,0,9,3,0.0,0.025500000000000002,0.098,0.0006666666666666666
ba_1000,BA1000,gpr,58,12,0,11,3,0.0,0.022000000000000002,0.113,0.0
ba_1000,BA1000,gpr,59,11,0,10,3,0.0,0.020636363636363637,0.08,0.0006666666666666666
ba_1000,BA1000,gpr,60,18,0,17,3,0.0,0.022444444444444447,0.11,0.0
ba_1000,BA1000,gpr,61,18,0,17,3,0.0,0.020388888888888887,0.096,0.0
ba_1000,BA1000,gpr,62,9,0,8,3,0.0,0.030111111111111113,0.106,0.0026666666666666666
ba_1000,BA1000,gpr,63,12,0,11,3,0.0,0.021583333333333333,0.107,0.0
ba_1000,BA1000,gpr,64,13,0,12,3,0.0,0.020230769230769233,0.104,0.0
ba_1000,BA1000,gpr,65,17,0,16,3,0.0,0.02211764705882353,0.1,0.001
ba_1000,BA1000,gpr,66,13,0,12,3,0.0,0.018692307692307692,0.086,0.0
ba_1000,BA1000,gpr,67,16,0,15,3,0.0,0.014750000000000001,0.084,0.0
ba_1000,BA1000,gpr,68,12,0,11,3,0.0,0.01983333333333333,0.108,0.0
ba_1000,BA1000,gpr,69,11,0,10,3,0.0,0.025909090909090913,0.112,0.0003333333333333333
ba_1000,BA1000,gpr,70,12,0,11,3,0.0,0.022166666666666668,0.106,0.0
ba_1000,BA1000,gpr,71,12,0,11,3,0.0,0.02016666666666667,0.09,0.0
ba_1000,BA1000,gpr,72,17,0,16,3,0.0,0.013823529411764707,0.093,0.0003333333333333333
ba_1000,BA1000,gpr,73,11,0,10,3,0.0,0.02181818181818182,0.082,0.0006666666666666666
ba_1000,BA1000,gpr,74,10,0,9,3,0.0,0.0237,0.105,0.0
ba_1000,BA1000,gpr,75,12,0,11,3,0.0,0.022166666666666668,0.113,0.0003333333333333333
ba_1000,BA1000,gpr,76,12,0,11,3,0.0,0.021416666666666667,0.126,0.0
ba_1000,BA1000,gpr,77,15,0,14,3,0.0,0.024000000000000004,0.1,0.0
ba_1000,BA1000,gpr,78,10,0,9,3,0.0,0.0264,0.108,0.0
ba_1000,BA1000,gpr,79,10,0,9,3,0.0,0.022300000000000004,0.082,0.002
ba_1000,BA1000,gpr,80,13,0,12,3,0.0,0.019384615384615386,0.093,0.0003333333333333333
ba_1000,BA1000,gpr,81,13,0,12,3,0.0,0.02076923076923077,0.111,0.0
ba_1000,BA1000,gpr,82,13,0,12,3,0.0,0.019692307692307693,0.092,0.0
ba_1000,BA1000,gpr,83,11,0,10,3,0.0,0.024272727272727276,0.11,0.0003333333333333333
ba_1000,BA1000,gpr,84,11,0,10,3,0.0,0.020818181818181822,0.094,0.0
ba_1000,BA1000,gpr,85,11,0,10,3,0.0,0.01809090909090909,0.07,0.0006666666666666666
ba_1000,BA1000,gpr,86,11,0,10,3,0.0,0.02372727272727273,0.115,0.001
ba_1000,BA1000,gpr,87,12,0,11,3,0.0,0.02,0.094,0.0
ba_1000,BA1000,gpr,88,10,0,9,3,0.0,0.023100000000000002,0.1,0.0003333333333333333
ba_1000,BA1000,gpr,89,16,0,15,3,0.0,0.023,0.094,0.0
ba_1000,BA1000,gpr,90,11,0,10,3,0.0,0.023545454545454546,0.09,0.0006666666666666666
ba_1000,BA1000,gpr,91,13,0,12,3,0.0,0.018692307692307696,0.088,0.0
ba_1000,BA1000,gpr,92,10,0,9,3,0.0,0.0242,0.1,0.0006666666666666666
ba_1000,BA1000,gpr,93,12,0,11,3,0.0,0.01933333333333333,0.092,0.0
ba_1000,BA1000,gpr,94,11,0,10,3,0.0,0.02072727272727273,0.098,0.0
ba_1000,BA1000,gpr,95,11,0,10,3,0.0,0.022818181818181817,0.083,0.0006666666666666666
ba_1000,BA1000,gpr,96,11,0,10,3,0.0,0.023818181818181818,0.097,0.0006666666666666666
ba_1000,BA1000,gpr,97,12,0,11,3,0.0,0.0195,0.093,0.0003333333333333333
ba_1000,BA1000,gpr,98,10,0,9,3,0.0,0.024,0.105,0.0003333333333333333
ba_1000,BA1000,gpr,99,10,0,9,3,0.0,0.0268,0.121,0.001
ba_1000,BA1000,cmaes,0,9,0,8,3,0.0,0.02888888888888889,0.121,0.0013333333333333333
ba_1000,BA1000,cmaes,1,12,0,11,3,0.0,0.021333333333333333,0.095,0.0003333333333333333
ba_1000,BA1000,cmaes,2,19,0,18,3,0.0,0.021947368421052632,0.109,0.0
ba_1000,BA1000,cmaes,3,10,0,9,3,0.0,0.024600000000000004,0.095,0.0013333333333333333
ba_1000,BA1000,cmaes,4,11,0,10,3,0.0,0.020727272727272726,0.066,0.001
ba_1000,BA1000,cmaes,5,11,0,10,3,0.0,0.023454545454545454,0.098,0.0003333333333333333
ba_1000,BA1000,cmaes,6,11,0,10,3,0.0,0.023181818181818182,0.09,0.0
ba_1000,BA1000,cmaes,7,11,0,10,3,0.0,0.020545454545454547,0.098,0.0003333333333333333
ba_1000,BA1000,cmaes,8,20,0,19,3,0.0,0.01805,0.075,0.0006666666666666666
ba_1000,BA1000,cmaes,9,14,0,13,3,0.0,0.01842857142857143,0.11,0.0
ba_1000,BA1000,cmaes,10,11,0,10,3,0.0,0.023090909090909092,0.083,0.001
ba_1000,BA1000,cmaes,11,10,0,9,3,0.0,0.028500000000000004,0.118,0.001
ba_1000,BA1000,cmaes,12,17,0,16,3,0.0,0.021235294117647057,0.114,0.001
ba_1000,BA1000,cmaes,13,13,0,12,3,0.0,0.018692307692307692,0.09,0.0
ba_1000,BA1000,cmaes,14,17,0,16,3,0.001,0.01941176470588235,0.097,0.001
ba_1000,BA1000,cmaes,15,10,0,9,3,0.0,0.028300000000000002,0.116,0.001
ba_1000,BA1000,cmaes,16,18,0,17,3,0.0,0.019944444444444445,0.083,0.0
ba_1000,BA1000,cmaes,17,9,0,8,3,0.0,0.02722222222222222,0.102,0.0033333333333333335
ba_1000,BA1000,cmaes,18,16,0,15,3,0.0,0.025937500000000002,0.127,0.0
ba_1000,BA1000,cmaes,19,10,0,9,3,0.0,0.022600000000000002,0.067,0.001
ba_1000,BA1000,cmaes,20,20,0,19,3,0.0,0.01885,0.094,0.0
ba_1000,BA1000,cmaes,21,22,0,21,3,0.0,0.01759090909090909,0.07,0.0
ba_1000,BA1000,cmaes,22,11,0,10,3,0.0,0.021363636363636366,0.077,0.0006666666666666666
ba_1000,BA1000,cmaes,23,10,0,9,3,0.0,0.0245,0.096,0.0013333333333333333
ba_1000,BA1000,cmaes,24,9,0,8,3,0.0,0.02711111111111111,0.09,0.008333333333333333
ba_1000,BA1000,cmaes,25,16,0,15,3,0.0,0.025125,0.1,0.0
ba_1000,BA1000,cmaes,26,10,0,9,3,0.0,0.0245,0.09,0.0
ba_1000,BA1000,cmaes,27,9,0,8,3,0.0,0.02811111111111111,0.109,0.002
ba_1000,BA1000,cmaes,28,10,0,9,3,0.0,0.0231,0.088,0.001
ba_1000,BA1000,cmaes,29,20,0,19,3,0.0,0.01905,0.109,0.0
ba_1000,BA1000,cmaes,30,12,0,11,3,0.0,0.021750000000000002,0.108,0.0003333333333333333
ba_1000,BA1000,cmaes,31,17,0,16,3,0.0,0.02252941176470588,0.095,0.0
ba_1000,BA1000,cmaes,32,9,0,8,3,0.0,0.03077777777777778,0.112,0.0036666666666666666
ba_1000,BA1000,cmaes,33,19,0,18,3,0.0,0.018421052631578946,0.068,0.0
ba_1000,BA1000,cmaes,34,11,0,10,3,0.0,0.021272727272727276,0.084,0.001
ba_1000,BA1000,cmaes,35,11,0,10,3,0.0,0.023636363636363636,0.089,0.0
ba_1000,BA1000,cmaes,36,19,0,18,3,0.0,0.018473684210526316,0.084,0.0003333333333333333
ba_1000,BA1000,cmaes,37,11,0,10,3,0.0,0.021363636363636362,0.086,0.0006666666666666666
ba_1000,BA1000,cmaes,38,13,0,12,3,0.0,0.019846153846153847,0.102,0.0
ba_1000,BA1000,cmaes,39,13,0,12,3,0.0,0.01892307692307692,0.102,0.0
ba_1000,BA1000,cmaes,40,24,0,23,3,0.0,0.016708333333333332,0.092,0.0
ba_1000,BA1000,cmaes,41,10,0,9,3,0.0,0.0252,0.095,0.0013333333333333333
ba_1000,BA1000,cmaes,42,10,0,9,3,0.0,0.0259,0.099,0.0006666666666666666
ba_1000,BA1000,cmaes,43,11,0,10,3,0.0,0.022727272727272728,0.095,0.0
ba_1000,BA1000,cmaes,44,10,0,9,3,0.0,0.0225,0.086,0.0013333333333333333
ba_1000,BA1000,cmaes,45,11,0,10,3,0.0,0.02372727272727273,0.113,0.0003333333333333333
ba_1000,BA1000,cmaes,46,11,0,10,3,0.0,0.022818181818181817,0.101,0.0
ba_1000,BA1000,cmaes,47,11,0,10,3,0.0,0.023181818181818182,0.119,0.0
ba_1000,BA1000,cmaes,48,19,0,18,3,0.0,0.019526315789473683,0.104,0.0
ba_1000,BA1000,cmaes,49,11,0,10,3,0.0,0.020000000000000004,0.086,0.001
ba_1000,BA1000,cmaes,50,18,0,17,3,0.0,0.021944444444444447,0.1,0.0003333333333333333
ba_1000,BA1000,cmaes,51,10,0,9,3,0.0,0.028100000000000003,0.115,0.0003333333333333333
ba_1000,BA1000,cmaes,52,19,0,18,3,0.0,0.02,0.107,0.0
ba_1000,BA1000,cmaes,53,11,0,10,3,0.0,0.02181818181818182,0.101,0.0
ba_1000,BA1000,cmaes,54,11,0,10,3,0.0,0.024545454545454547,0.12,0.0
ba_1000,BA1000,cmaes,55,14,0,13,3,0.0,0.018857142857142857,0.112,0.0
ba_1000,BA1000,cmaes,56,11,0,10,3,0.0,0.021363636363636362,0.089,0.0016666666666666668
ba_1000,BA1000,cmaes,57,11,0,10,3,0.0,0.022818181818181817,0.098,0.0
ba_1000,BA1000,cmaes,58,9,0,8,3,0.0,0.029555555555555557,0.115,0.007333333333333333
ba_1000,BA1000,cmaes,59,10,0,9,3,0.0,0.022399999999999996,0.073,0.0013333333333333333
ba_1000,BA1000,cmaes,60,18,0,17,3,0.0,0.02238888888888889,0.114,0.0003333333333333333
ba_1000,BA1000,cmaes,61,13,0,12,3,0.0,0.019153846153846153,0.094,0.0
ba_1000,BA1000,cmaes,62,22,0,21,3,0.0,0.01863636363636364,0.109,0.0
ba_1000,BA1000,cmaes,63,10,0,9,3,0.0,0.026500000000000003,0.116,0.0003333333333333333
ba_1000,BA1000,cmaes,64,11,0,10,3,0.0,0.02372727272727273,0.104,0.0
ba_1000,BA1000,cmaes,65,14,0,13,3,0.0,0.01735714285714286,0.101,0.0
ba_1000,BA1000,cmaes,66,17,0,16,3,0.0,0.02111764705882353,0.099,0.0003333333333333333
ba_1000,BA1000,cmaes,67,12,0,11,3,0.0,0.01925,0.092,0.0006666666666666666
ba_1000,BA1000,cmaes,68,11,0,10,3,0.0,0.021727272727272727,0.104,0.0
ba_1000,BA1000,cmaes,69,10,0,9,3,0.0,0.028600000000000004,0.112,0.0003333333333333333
ba_1000,BA1000,cmaes,70,10,0,9,3,0.0,0.026600000000000002,0.108,0.0003333333333333333
ba_1000,BA1000,cmaes,71,15,0,14,3,0.0,0.016533333333333334,0.089,0.0
ba_1000,BA1000,cmaes,72,12,0,11,3,0.0,0.02025,0.103,0.0003333333333333333
ba_1000,BA1000,cmaes,73,10,0,9,3,0.0,0.023899999999999998,0.086,0.0013333333333333333
ba_1000,BA1000,cmaes,74,9,0,8,3,0.0,0.026888888888888893,0.115,0.001
ba_1000,BA1000,cmaes,75,11,0,10,3,0.0,0.02372727272727273,0.104,0.0
ba_1000,BA1000,cmaes,76,11,0,10,3,0.0,0.02390909090909091,0.12,0.0
ba_1000,BA1000,cmaes,77,13,0,12,3,0.0,0.019230769230769232,0.098,0.0
ba_1000,BA1000,cmaes,78,12,0,11,3,0.0,0.021833333333333333,0.101,0.0003333333333333333
ba_1000,BA1000,cmaes,79,10,0,9,3,0.0,0.024400000000000005,0.098,0.0016666666666666668
ba_1000,BA1000,cmaes,80,11,0,10,3,0.0,0.022272727272727274,0.087,0.0
ba_1000,BA1000,cmaes,81,14,0,13,3,0.0,0.019714285714285715,0.103,0.0
ba_1000,BA1000,cmaes,82,10,0,9,3,0.0,0.0262,0.097,0.0013333333333333333
ba_1000,BA1000,cmaes,83,10,0,9,3,0.0,0.027100000000000003,0.092,0.001
ba_1000,BA1000,cmaes,84,10,0,9,3,0.0,0.023700000000000006,0.096,0.0013333333333333333
ba_1000,BA1000,cmaes,85,10,0,9,3,0.0,0.021200000000000004,0.068,0.0016666666666666668
ba_1000,BA1000,cmaes,86,12,0,11,3,0.0,0.022166666666666668,0.103,0.0003333333333333333
ba_1000,BA1000,cmaes,87,11,0,10,3,0.0,0.022000000000000002,0.095,0.0013333333333333333
ba_1000,BA1000,cmaes,88,9,0,8,3,0.0,0.026444444444444444,0.099,0.006333333333333333
ba_1000,BA1000,cmaes,89,16,0,15,3,0.0,0.023125,0.099,0.0
ba_1000,BA1000,cmaes,90,12,0,11,3,0.0,0.022083333333333333,0.094,0.0003333333333333333
ba_1000,BA1000,cmaes,91,12,0,11,3,0.0,0.02075,0.103,0.0
