trial,state,value,certainty,effectiveness,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec
0,TrialState.COMPLETE,7.000000000000001e-05,0.6872700594236812,0.9753571532049581,5.706235482997727,5.688647741044406,0.004983299993909895
1,TrialState.COMPLETE,1e-05,0.8659969709057025,0.7993292420985183,5.365726622985676,5.35021466697799,0.002995045972056687
2,TrialState.COMPLETE,5.9999999999999995e-05,0.5780093202212182,0.5779972601681014,5.1686118000070564,5.152521086041816,0.004137240001000464
3,TrialState.COMPLETE,4e-05,0.5290418060840998,0.9330880728874675,6.002811283979099,5.986152703000698,0.004175220965407789
4,TrialState.COMPLETE,2.9999999999999997e-05,0.8005575058716043,0.8540362888980227,5.448856094968505,5.433902494027279,0.002873805002309382
5,TrialState.COMPLETE,5e-05,0.5102922471479012,0.9849549260809971,5.344409896002617,5.329458917025477,0.0028447340009734035
6,TrialState.COMPLETE,5.9999999999999995e-05,0.9162213204002109,0.6061695553391381,5.434313499019481,5.419828473997768,0.002916564990300685
7,TrialState.COMPLETE,8.999999999999999e-05,0.5909124836035503,0.5917022549267169,4.961941672023386,4.945901318045799,0.004294891958124936
8,TrialState.COMPLETE,5e-05,0.6521211214797689,0.762378215816119,5.3763027710374445,5.361519633035641,0.002888465009164065
9,TrialState.COMPLETE,7.000000000000001e-05,0.7159725093210578,0.645614570099021,5.4736191219999455,5.4585341709898785,0.0028410240192897618
10,TrialState.COMPLETE,4e-05,0.9791254435313478,0.8142483429266114,5.91192929004319,5.39884581201477,0.0031919190078042448
11,TrialState.COMPLETE,8e-05,0.8574375065218554,0.8067752389135823,5.518243169004563,5.2488781759748235,0.003243418992497027
12,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.70409848698182,5.52038123604143,0.0030358060030266643
13,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.871016096964013,5.695217591011897,0.003114876977633685
14,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.657210542005487,5.477775811974425,0.0030310559668578207
15,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9960058122824347,5.538499873015098,5.3407478429726325,0.0030079360003583133
16,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9955552833139016,5.42994559701765,5.214524133014493,0.0031110779964365065
17,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9965369474667052,5.4731143960379995,5.25199497397989,0.0030936970142647624
18,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9958724167483659,5.396812267950736,5.176322163024452,0.002967395994346589
19,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9953855664564298,5.488406491000205,5.249535754031967,0.00304822699399665
20,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9956544578881976,5.582908638985828,5.334728310001083,0.003081608039792627
21,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9958174669541204,5.511467197968159,5.274823139014188,0.0031475870055146515
22,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9953584616688886,5.633680499973707,5.382523556007072,0.0030086860060691833
23,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9953237685536229,5.490573106973898,5.281193775008433,0.003044127020984888
24,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9952152734152799,5.543571223970503,5.336861775023863,0.003156617982313037
25,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9950070639962056,5.477420557988808,5.256330395990517,0.00306504697073251
26,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9947970726427913,5.405005026026629,5.165777416026685,0.003336060035508126
27,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9945064964025672,5.618362894980237,5.3927276490139775,0.0030315659823827446
28,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9941286423919973,5.619824101973791,5.391778106975835,0.003142588015180081
29,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.993652844569148,5.565651099954266,5.330007073003799,0.003227278997655958
30,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9941929784009247,5.624584220000543,5.400807936035562,0.003078356967307627
31,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9937838139747475,5.7087586329435,5.49334332899889,0.0030597769655287266
32,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9943103095085533,5.60130305000348,5.381490933010355,0.0030236070160754025
33,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9939778098757857,5.5592763540335,5.335862584004644,0.002988396037835628
34,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9935474149498796,5.688030583958607,5.45396770501975,0.003097217995673418
35,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9942666012331607,5.515481226029806,5.290918682003394,0.003047016973141581
36,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9939708162766456,5.580382997984998,5.3414949819562025,0.0030560470186173916
37,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9935828018828246,5.789284073049203,5.561983256018721,0.0031023769988678396
38,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9943524582366727,5.656769417051692,5.425392311997712,0.00302786601241678
39,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9941292399626696,5.683767821989022,5.4241520569776185,0.0032455790205858648
40,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9938323960197726,5.7819382040179335,5.539930639963131,0.0031416479614563286
41,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9945157172091414,5.646891569020227,5.381496913032606,0.002971806039568037
42,TrialState.COMPLETE,2e-05,0.9999999999999999,0.994387166119227,5.495591846993193,5.256567358970642,0.0030687270336784422
43,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9942119921673123,5.534957891039085,5.294642487016972,0.0030140960006974638
44,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9939756588204243,5.724051957018673,5.477418448019307,0.0030853169737383723
45,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.993657110487491,5.636700655973982,5.3924608349916525,0.003003927005920559
46,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9945681555511208,5.587859837978613,5.344375056040008,0.003154778038151562
47,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9945041742346238,5.673369547002949,5.432019432017114,0.0029966760193929076
48,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9944162289256023,5.558247301029041,5.32500520296162,0.003001336008310318
49,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9942966747601082,5.62865840899758,5.391685376001988,0.003149388008750975
50,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9941344814761597,5.564289653964806,5.335023313004058,0.003272319969255477
51,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9939155193290544,5.682768561004195,5.4313742640079,0.0030676070018671453
52,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9936176813606501,5.8200452830060385,5.5678098169737495,0.0030314759933389723
53,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9947274669891868,5.467891264008358,5.2312496939557604,0.0031882390030659735
54,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9947808127209908,5.574780061026104,5.341593882010784,0.00302677700528875
55,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9948603581908956,5.535587118996773,5.309564866998699,0.003114168008323759
56,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9949719217416879,5.591459861956537,5.359415946993977,0.0030112669919617474
57,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9951362364811533,5.590595930989366,5.346875416988041,0.0032064179540611804
58,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9953695345314061,5.533918528002687,5.302923787035979,0.003090917016379535
59,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9957010679730247,5.5928850779891945,5.345289236982353,0.003176118014380336
60,TrialState.COMPLETE,4e-05,0.9999999999999999,0.9961730615178017,5.586360198969487,5.333450725011062,0.003030396008398384
61,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9925949453119877,5.803476303990465,5.560703041031957,0.0029938960215076804
62,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9948797911920857,5.504286812036298,5.251900763018057,0.0030546369962394238
63,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9949975849208972,5.41073739604326,5.165282609988935,0.006162774981930852
64,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9951729775772875,5.59576295298757,5.33266871602973,0.0031084470101632178
65,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9948934443093691,5.523779886018019,5.283558583992999,0.0032569890026934445
66,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9950249428541439,5.576752604974899,5.339238244981971,0.0031280480325222015
67,TrialState.COMPLETE,2.9999999999999997e-05,0.9999999999999999,0.9952252384490848,5.654400938947219,5.409950145985931,0.002985865983646363
68,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9948971156313283,5.545025591971353,5.3047001080121845,0.0030454570078291
69,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9950384756749219,5.522213417978492,5.274592136032879,0.003218849014956504
70,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9952610979371632,5.629451489017811,5.372038869012613,0.0031252580229192972
71,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9956043486181305,5.605966876028106,5.323619666043669,0.0030832469929009676
72,TrialState.COMPLETE,4e-05,0.9999999999999999,0.9961355998507945,5.6451111570349894,5.32177157397382,0.0030506770126521587
73,TrialState.COMPLETE,5e-05,0.9999999999999999,0.9922776119753828,5.931645867007319,5.684197787952144,0.0030191660043783486
74,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.951894990983419,5.716704769001808,0.0031250480096787214
75,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.8690601930138655,5.606409411004279,0.003167617949657142
76,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.853010999970138,5.540479747985955,0.003109956975094974
77,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.9470222720410675,5.569741879997309,0.003073706990107894
78,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.863947882025968,5.6205906919785775,0.0030136770219542086
79,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.807698384975083,5.547932737041265,0.003083427029196173
80,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.818110659951344,5.566316919052042,0.0030742569942958653
81,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.923959014005959,5.702936693036463,0.0031459580059163272
82,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.7950661920476705,5.560586688981857,0.0030552269890904427
83,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9999999999999999,5.870452160015702,5.613674318010453,0.0030063759768381715
84,TrialState.COMPLETE,2e-05,0.9140800372663982,0.999885213601281,6.016436098027043,5.468819884001277,0.003911447012796998
85,TrialState.COMPLETE,1e-05,0.9698464539433833,0.9999999999999999,5.705078008992132,5.441321672988124,0.0030439169495366514
86,TrialState.COMPLETE,2e-05,0.7986941060199997,0.7993339187878263,6.182939613005146,5.583768418990076,0.003169687988702208
87,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9953723113594934,5.865922894969117,5.463849955005571,0.003025305981282145
88,TrialState.COMPLETE,5.9999999999999995e-05,0.9614188773557544,0.8346293708309531,6.005460535991006,5.775875611987431,0.002995355986058712
89,TrialState.COMPLETE,5e-05,0.8892855496796516,0.9955766680366998,5.855499730037991,5.3314527299953625,0.003142497967928648
90,TrialState.COMPLETE,5.9999999999999995e-05,0.8539930332877509,0.9965047114840104,5.940451142960228,5.514590086007956,0.0031480780453421175
91,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9951021060004103,5.896467694023158,5.340108904987574,0.0031041179900057614
92,TrialState.COMPLETE,2e-05,0.9168275156866522,0.994055959277855,6.341697864001617,5.423115115030669,0.00302232604008168
93,TrialState.COMPLETE,1e-05,0.8783825140259456,0.7993926488648113,6.122863958997186,5.43075423600385,0.0031574780005030334
94,TrialState.COMPLETE,1e-05,0.9410307610251248,0.9999958425297827,6.1688251020386815,5.504265550989658,0.003058997041080147
95,TrialState.COMPLETE,5.9999999999999995e-05,0.8714388100461226,0.7933030980489996,6.943951524968725,5.2877356139943,0.0029303350020200014
96,TrialState.COMPLETE,2e-05,0.9999999999999999,0.9948865901226644,5.896168768987991,5.318354882998392,0.0030631159897893667
97,TrialState.COMPLETE,2e-05,0.9563460300381209,0.9999940540153365,5.94084437796846,5.504296032013372,0.003026836027856916
98,TrialState.COMPLETE,2e-05,0.9116483276542047,0.9942385502868474,5.646692246024031,5.3023853499908,0.003209119022358209
99,TrialState.COMPLETE,2.9999999999999997e-05,0.9295478388667107,0.9171252707019448,6.335517479979899,5.665012346988078,0.0032020490034483373
