rank,method,total_time_sec,mean_trial_time_sec,mean_simulation_time_sec,mean_score_calc_time_sec,n_trials_total,n_trials_complete
1,random,556.4676442170166,5.539025636580191,5.529798367741169,0.003413729441235773,100,100
2,cmaes,540.1730405499693,5.3759431948594285,5.358466759396252,0.003593398020020686,100,100
3,ga,557.858955557982,5.552995589907514,5.535375536099309,0.0032594916882226245,100,100
4,gpr,570.9821166499751,5.684507070239051,5.407225448634126,0.0031686574005289005,100,100
