dataset,network,strategy,strategy_label,info_label,info_name,mean_num_shared,mean_total_shared_ratio,mean_num_viewed,mean_total_viewed_ratio,mean_num_fst_viewed,mean_total_fst_viewed_ratio,node_level,cluster_level,attachment_edges_m,target_avg_degree,triad_probability,requested_seed,actual_seed,config_path,graph_path,comm_path,num_nodes,num_edges,avg_degree,avg_clustering,transitivity,largest_connected_component_ratio,max_degree,comm_mean,comm_min,comm_q10,comm_q25,comm_median,comm_q75,comm_q90,comm_max,comm_count_zero,comm_count_one
powerlaw_node_count,pnc_n2000_deg40_high_seed2,effective_high,"Effectiveness high (0.5, 0.9)",0,misinformation,1598.35,0.799175,33343.94,16.67197,13478.07,6.739035,n2000,deg40_high,20,40,1.0,20264825,20264825,v2/test_2/network/network-pnc_n2000_deg40_high_seed2.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/comm.csv,2000,39581,39.581,0.3258074002130052,0.1743301134959393,1.0,559,0.42435443218040064,0.0,9.962646018343726e-138,4.48123806399708e-93,2.2906635635925054e-42,1.0,1.0,1.0,64,776
powerlaw_node_count,pnc_n2000_deg40_high_seed2,effective_high,"Effectiveness high (0.5, 0.9)",1,corrective,3009.29,1.504645,70574.51,35.287254999999995,27177.16,13.58858,n2000,deg40_high,20,40,1.0,20264825,20264825,v2/test_2/network/network-pnc_n2000_deg40_high_seed2.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/comm.csv,2000,39581,39.581,0.3258074002130052,0.1743301134959393,1.0,559,0.42435443218040064,0.0,9.962646018343726e-138,4.48123806399708e-93,2.2906635635925054e-42,1.0,1.0,1.0,64,776
powerlaw_node_count,pnc_n2000_deg40_high_seed2,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,662.6222222222223,0.3313111111111111,13035.2,6.517600000000001,2264.0,1.1320000000000001,n2000,deg40_high,20,40,1.0,20264825,20264825,v2/test_2/network/network-pnc_n2000_deg40_high_seed2.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/comm.csv,2000,39581,39.581,0.3258074002130052,0.1743301134959393,1.0,559,0.42435443218040064,0.0,9.962646018343726e-138,4.48123806399708e-93,2.2906635635925054e-42,1.0,1.0,1.0,64,776
powerlaw_node_count,pnc_n2000_deg40_high_seed2,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,216.41,0.108205,5992.44,2.9962199999999997,4518.21,2.259105,n2000,deg40_high,20,40,1.0,20264825,20264825,v2/test_2/network/network-pnc_n2000_deg40_high_seed2.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed2/comm.csv,2000,39581,39.581,0.3258074002130052,0.1743301134959393,1.0,559,0.42435443218040064,0.0,9.962646018343726e-138,4.48123806399708e-93,2.2906635635925054e-42,1.0,1.0,1.0,64,776
powerlaw_node_count,pnc_n2000_deg40_high_seed3,balance,"Balance (0.8, 0.8)",0,misinformation,1752.7,0.8763500000000001,36363.9,18.18195,15962.9,7.98145,n2000,deg40_high,20,40,1.0,20265825,20265825,v2/test_2/network/network-pnc_n2000_deg40_high_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/comm.csv,2000,39578,39.578,0.3082201445186221,0.16302080616973208,1.0,623,0.6448836393199993,0.0,1.2650395449991457e-127,8.92781015430652e-87,1.0,1.0,1.0,1.0,9,1113
powerlaw_node_count,pnc_n2000_deg40_high_seed3,balance,"Balance (0.8, 0.8)",1,corrective,2848.95,1.424475,68014.86,34.00743,27081.49,13.540745000000001,n2000,deg40_high,20,40,1.0,20265825,20265825,v2/test_2/network/network-pnc_n2000_deg40_high_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/comm.csv,2000,39578,39.578,0.3082201445186221,0.16302080616973208,1.0,623,0.6448836393199993,0.0,1.2650395449991457e-127,8.92781015430652e-87,1.0,1.0,1.0,1.0,9,1113
powerlaw_node_count,pnc_n2000_deg40_high_seed3,balance,"Balance (0.8, 0.8)",2,observational,678.875,0.3394375,13420.875,6.7104375,2244.8541666666665,1.1224270833333332,n2000,deg40_high,20,40,1.0,20265825,20265825,v2/test_2/network/network-pnc_n2000_deg40_high_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/comm.csv,2000,39578,39.578,0.3082201445186221,0.16302080616973208,1.0,623,0.6448836393199993,0.0,1.2650395449991457e-127,8.92781015430652e-87,1.0,1.0,1.0,1.0,9,1113
powerlaw_node_count,pnc_n2000_deg40_high_seed3,balance,"Balance (0.8, 0.8)",3,behavior-guiding,64.12,0.032060000000000005,1986.55,0.993275,1791.01,0.895505,n2000,deg40_high,20,40,1.0,20265825,20265825,v2/test_2/network/network-pnc_n2000_deg40_high_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/comm.csv,2000,39578,39.578,0.3082201445186221,0.16302080616973208,1.0,623,0.6448836393199993,0.0,1.2650395449991457e-127,8.92781015430652e-87,1.0,1.0,1.0,1.0,9,1113
powerlaw_node_count,pnc_n2000_deg40_high_seed3,certainty_high,"Certainty high (0.9, 0.5)",0,misinformation,1746.23,0.873115,36247.51,18.123755000000003,15929.37,7.964685,n2000,deg40_high,20,40,1.0,20265825,20265825,v2/test_2/network/network-pnc_n2000_deg40_high_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/comm.csv,2000,39578,39.578,0.3082201445186221,0.16302080616973208,1.0,623,0.6448836393199993,0.0,1.2650395449991457e-127,8.92781015430652e-87,1.0,1.0,1.0,1.0,9,1113
powerlaw_node_count,pnc_n2000_deg40_high_seed3,certainty_high,"Certainty high (0.9, 0.5)",1,corrective,2320.61,1.1603050000000001,55799.17,27.899585,22973.2,11.486600000000001,n2000,deg40_high,20,40,1.0,20265825,20265825,v2/test_2/network/network-pnc_n2000_deg40_high_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n2000_deg40_high_seed3/comm.csv,2000,39578,39.578,0.3082201445186221,0.16302080616973208,1.0,623,0.6448836393199993,0.0,1.2650395449991457e-127,8.92781015430652e-87,1.0,1.0,1.0,1.0,9,1113
