dataset,network,strategy,strategy_label,total_agents,mean_final_selfish_ratio,max_final_selfish_ratio,peak_mean_selfish_ratio,mean_total_shared_ratio_misinformation,mean_total_viewed_ratio_misinformation,mean_total_fst_viewed_ratio_misinformation,mean_total_shared_ratio_corrective,mean_total_viewed_ratio_corrective,mean_total_fst_viewed_ratio_corrective,mean_total_shared_ratio_observational,mean_total_viewed_ratio_observational,mean_total_fst_viewed_ratio_observational,mean_total_shared_ratio_behavior_guiding,mean_total_viewed_ratio_behavior_guiding,mean_total_fst_viewed_ratio_behavior_guiding,node_level,cluster_level,attachment_edges_m,target_avg_degree,triad_probability,requested_seed,actual_seed,config_path,graph_path,comm_path,num_nodes,num_edges,avg_degree,avg_clustering,transitivity,largest_connected_component_ratio,max_degree,comm_mean,comm_min,comm_q10,comm_q25,comm_median,comm_q75,comm_q90,comm_max,comm_count_zero,comm_count_one
powerlaw_node_count,pnc_n4000_deg40_high_seed3,effective_high,"Effectiveness high (0.5, 0.9)",4000,0.0,0.0,0.12832000000000002,0.8118875000000001,17.05201,8.0158975,4.2414625,100.699765,37.163815,0.3351838235294118,6.649117647058824,1.1528860294117647,0.11818250000000001,3.285815,2.55598,n4000,deg40_high,20,40,1.0,20267825,20267825,v2/test_2/network/network-pnc_n4000_deg40_high_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_high_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_high_seed3/comm.csv,4000,79585,39.7925,0.29601001560378687,0.14448933782267115,1.0,882,0.47159946330459324,0.0,2.9217641280874687e-249,5.841052626372443e-114,2.0315612619774946e-35,1.0,1.0,1.0,352,1798
powerlaw_node_count,pnc_n4000_deg40_low_seed1,balance,"Balance (0.8, 0.8)",4000,0.0,0.0,0.1682225,0.861765,17.62625,10.7425125,4.59371,111.06483,43.019605000000006,0.33606153846153847,6.643530769230769,1.3081500000000001,0.1098375,3.0442525000000002,2.7848975,n4000,deg40_low,20,40,0.0,20265725,20265725,v2/test_2/network/network-pnc_n4000_deg40_low_seed1.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed1/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed1/comm.csv,4000,79600,39.8,0.034592553740900506,0.03313908434544017,1.0,480,0.5072455067797783,4.053083998597403e-27,0.02088671079312401,0.30579836052747533,0.5028495669380353,0.7137864294898982,0.9994252480656491,1.0,0,31
powerlaw_node_count,pnc_n4000_deg40_low_seed1,certainty_high,"Certainty high (0.9, 0.5)",4000,0.0,0.0,0.16964750000000003,0.86166,17.6522875,10.758895,3.950395,97.133515,39.69037,0.3452054794520548,6.863198630136987,1.3797876712328767,0.15517750000000002,3.9139975000000002,3.4837,n4000,deg40_low,20,40,0.0,20265725,20265725,v2/test_2/network/network-pnc_n4000_deg40_low_seed1.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed1/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed1/comm.csv,4000,79600,39.8,0.034592553740900506,0.03313908434544017,1.0,480,0.5072455067797783,4.053083998597403e-27,0.02088671079312401,0.30579836052747533,0.5028495669380353,0.7137864294898982,0.9994252480656491,1.0,0,31
powerlaw_node_count,pnc_n4000_deg40_low_seed1,effective_high,"Effectiveness high (0.5, 0.9)",4000,0.0,0.0,0.16802250000000002,0.86548,17.669345,10.754719999999999,4.86832,118.420595,45.381870000000006,0.3338153846153846,6.59298076923077,1.2791576923076924,0.0947725,2.7443775,2.537745,n4000,deg40_low,20,40,0.0,20265725,20265725,v2/test_2/network/network-pnc_n4000_deg40_low_seed1.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed1/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed1/comm.csv,4000,79600,39.8,0.034592553740900506,0.03313908434544017,1.0,480,0.5072455067797783,4.053083998597403e-27,0.02088671079312401,0.30579836052747533,0.5028495669380353,0.7137864294898982,0.9994252480656491,1.0,0,31
powerlaw_node_count,pnc_n4000_deg40_low_seed2,balance,"Balance (0.8, 0.8)",4000,0.0,0.0,0.16687249999999998,0.8559675,17.490765,10.582540000000002,4.8237325,116.36457000000001,44.3543125,0.3368098591549296,6.662172535211268,1.4054471830985915,0.11532500000000001,3.2033125,2.9016175,n4000,deg40_low,20,40,0.0,20266725,20266725,v2/test_2/network/network-pnc_n4000_deg40_low_seed2.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed2/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed2/comm.csv,4000,79600,39.8,0.036754111503653104,0.03438115120194672,1.0,556,0.5070462757493964,2.0018375645185748e-24,0.024056808181897496,0.29965569308757606,0.5020742002068596,0.7120546141187599,0.9995123657132315,1.0,0,24
powerlaw_node_count,pnc_n4000_deg40_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",4000,0.0,0.0,0.16895749999999998,0.8541875,17.47759,10.576387500000001,3.6092375000000003,88.4125925,36.89234750000001,0.34703125,6.88816796875,1.414984375,0.1609575,4.0596025000000004,3.58385,n4000,deg40_low,20,40,0.0,20266725,20266725,v2/test_2/network/network-pnc_n4000_deg40_low_seed2.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed2/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed2/comm.csv,4000,79600,39.8,0.036754111503653104,0.03438115120194672,1.0,556,0.5070462757493964,2.0018375645185748e-24,0.024056808181897496,0.29965569308757606,0.5020742002068596,0.7120546141187599,0.9995123657132315,1.0,0,24
powerlaw_node_count,pnc_n4000_deg40_low_seed2,effective_high,"Effectiveness high (0.5, 0.9)",4000,0.0,0.0,0.16625250000000003,0.8584700000000001,17.50976,10.5877375,5.6075225,135.2559725,50.1202975,0.33248026315789475,6.558618421052632,1.289309210526316,0.10129,2.92377,2.6768575,n4000,deg40_low,20,40,0.0,20266725,20266725,v2/test_2/network/network-pnc_n4000_deg40_low_seed2.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed2/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed2/comm.csv,4000,79600,39.8,0.036754111503653104,0.03438115120194672,1.0,556,0.5070462757493964,2.0018375645185748e-24,0.024056808181897496,0.29965569308757606,0.5020742002068596,0.7120546141187599,0.9995123657132315,1.0,0,24
powerlaw_node_count,pnc_n4000_deg40_low_seed3,balance,"Balance (0.8, 0.8)",4000,0.0,0.0,0.16824999999999998,0.8415875,17.1833675,10.3834875,4.9792175,120.02072500000001,45.36159,0.33390277777777777,6.598552083333333,1.2699270833333334,0.12352500000000001,3.4176475,3.07989,n4000,deg40_low,20,40,0.0,20267725,20267725,v2/test_2/network/network-pnc_n4000_deg40_low_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed3/comm.csv,4000,79600,39.8,0.03690921273011178,0.034615333127628094,1.0,520,0.4974986211387498,4.46439752933656e-24,0.014394064277147891,0.28564421184854455,0.4897342465006504,0.7096498334391919,0.9994671720441626,1.0,0,27
powerlaw_node_count,pnc_n4000_deg40_low_seed3,certainty_high,"Certainty high (0.9, 0.5)",4000,0.0,0.0,0.1704475,0.8386075,17.17026,10.386975000000001,3.361505,83.0246825,34.929894999999995,0.34608064516129033,6.8540564516129034,1.3580403225806452,0.1734125,4.363965,3.8301825,n4000,deg40_low,20,40,0.0,20267725,20267725,v2/test_2/network/network-pnc_n4000_deg40_low_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed3/comm.csv,4000,79600,39.8,0.03690921273011178,0.034615333127628094,1.0,520,0.4974986211387498,4.46439752933656e-24,0.014394064277147891,0.28564421184854455,0.4897342465006504,0.7096498334391919,0.9994671720441626,1.0,0,27
powerlaw_node_count,pnc_n4000_deg40_low_seed3,effective_high,"Effectiveness high (0.5, 0.9)",4000,0.0,0.0,0.167535,0.8423825,17.1713725,10.369465,4.867229999999999,118.0987425,44.8396475,0.33385156250000003,6.5857656250000005,1.2810390625,0.10870250000000001,3.139635,2.857615,n4000,deg40_low,20,40,0.0,20267725,20267725,v2/test_2/network/network-pnc_n4000_deg40_low_seed3.toml,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed3/edgelist.txt,v2/test_2/network/powerlaw_node_count/pnc_n4000_deg40_low_seed3/comm.csv,4000,79600,39.8,0.03690921273011178,0.034615333127628094,1.0,520,0.4974986211387498,4.46439752933656e-24,0.014394064277147891,0.28564421184854455,0.4897342465006504,0.7096498334391919,0.9994671720441626,1.0,0,27
