seed_state,contrast,metric,current,balance,diff,abs_diff
8,certainty_high_minus_balance,mean_total_shared_ratio_corrective,0.38315919782124286,0.3680886358009408,0.015070562020302047,0.015070562020302047
8,certainty_high_minus_balance,mean_total_shared_ratio_observational,0.14073311528387694,0.10852955612601695,0.032203559157859996,0.032203559157859996
8,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.24148551621688538,0.227256746719485,0.014228769497400373,0.014228769497400373
8,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.190646199554345,2.1833077494429314,0.0073384501114137635,0.0073384501114137635
8,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.9029957910373856,3.842688784352563,0.060307006684822806,0.060307006684822806
8,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.4075613644162399,0.31968569604253266,0.08787566837370725,0.08787566837370725
8,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.164790789799455,2.0944293141866797,0.0703614756127755,0.0703614756127755
9,effective_high_minus_balance,peak_mean_selfish_ratio,0.06837335974251053,0.06865808368408022,-0.00028472394156968395,0.00028472394156968395
9,effective_high_minus_balance,mean_total_shared_ratio_misinformation,0.346350581827185,0.3452512998266898,0.0010992820004951942,0.0010992820004951942
9,effective_high_minus_balance,mean_total_shared_ratio_corrective,0.3405149789551869,0.3365288437732112,0.003986135181975714,0.003986135181975714
9,effective_high_minus_balance,mean_total_shared_ratio_observational,0.14795367805406717,0.12463481059668234,0.02331886745738483,0.02331886745738483
9,effective_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.2282446150037138,0.23187422629363702,-0.003629611289923229,0.003629611289923229
9,effective_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.1483362218370883,2.153901955929686,-0.005565734092597641,0.005565734092597641
9,effective_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.6044119831641495,3.5866872988363454,0.017724684327804052,0.017724684327804052
9,effective_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.4254041958825975,0.3649071552364446,0.060497040646152855,0.060497040646152855
9,effective_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.131119088883387,2.156350581827185,-0.025231492943798006,0.025231492943798006
9,certainty_high_minus_balance,peak_mean_selfish_ratio,0.06860113889576627,0.06865808368408022,-5.6944788313945116e-05,5.6944788313945116e-05
9,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,0.347464718989849,0.3452512998266898,0.0022134191631592026,0.0022134191631592026
9,certainty_high_minus_balance,mean_total_shared_ratio_corrective,0.33780638771973265,0.3365288437732112,0.0012775439465214644,0.0012775439465214644
9,certainty_high_minus_balance,mean_total_shared_ratio_observational,0.15628530914492786,0.12463481059668234,0.03165049854824552,0.03165049854824552
9,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,0.2459692993315177,0.23187422629363702,0.014095073037880684,0.014095073037880684
9,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,2.151366674919535,2.153901955929686,-0.0025352810101511025,0.0025352810101511025
9,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,3.5667665263679127,3.5866872988363454,-0.019920772468432713,0.019920772468432713
9,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,0.45223615206284185,0.3649071552364446,0.08732899682639722,0.08732899682639722
9,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,2.222815053230998,2.156350581827185,0.06646447140381317,0.06646447140381317
