network,pool,target_external_ratio_mean,lowest_possible_external_ratio_mean_without_comm_constraints
lfr_strong_seed1,top20,0.008945361536991775,0.034368874090732277
lfr_strong_seed1,middle20,0.03338103645201027,0.034368874090732277
lfr_strong_seed1,bottom20,0.018996130078641007,0.034368874090732277
lfr_strong_seed2,top20,0.008945361536991775,0.032223766450048624
lfr_strong_seed2,middle20,0.03338103645201027,0.032223766450048624
lfr_strong_seed2,bottom20,0.018996130078641007,0.032223766450048624
lfr_strong_seed3,top20,0.008945361536991775,0.03263861798710207
lfr_strong_seed3,middle20,0.03338103645201027,0.03263861798710207
lfr_strong_seed3,bottom20,0.018996130078641007,0.03263861798710207
