seed_state,network,variant,contrast,metric,left_strategy,right_strategy,left_value,right_value,diff,abs_diff
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,certainty_high,balance,0.8406882891804902,0.8443451349343897,-0.0036568457538994625,0.0036568457538994625
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_corrective,certainty_high,balance,2.426840802178757,3.193258232235702,-0.7664174300569448,0.7664174300569448
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_observational,certainty_high,balance,0.28058512833209537,0.27892286319496024,0.0016622651371351327,0.0016622651371351327
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,certainty_high,balance,0.059534538252042586,0.03901955929685565,0.020514978955186933,0.020514978955186933
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,certainty_high,balance,9.272728398118346,9.280591730626393,-0.007863332508046383,0.007863332508046383
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_fst_viewed_ratio_corrective,certainty_high,balance,26.825536023768258,32.006853181480565,-5.181317157712307,5.181317157712307
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,certainty_high,balance,0.9862424692580672,1.0157079585155842,-0.029465489257516908,0.029465489257516908
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,certainty_high,balance,1.7667120574399604,1.3902847239415697,0.37642733349839075,0.37642733349839075
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,peak_mean_selfish_ratio,certainty_high,effective_high,0.1236048526863085,0.12268630849220104,0.0009185441941074596,0.0009185441941074596
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_misinformation,certainty_high,effective_high,0.8406882891804902,0.8432111908888339,-0.0025229017083436833,0.0025229017083436833
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_corrective,certainty_high,effective_high,2.426840802178757,3.225669720227779,-0.798828918049022,0.798828918049022
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_observational,certainty_high,effective_high,0.28058512833209537,0.2867441000965227,-0.006158971764427312,0.006158971764427312
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_behavior_guiding,certainty_high,effective_high,0.059534538252042586,0.033926714533300324,0.025607823718742262,0.025607823718742262
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_misinformation,certainty_high,effective_high,9.272728398118346,9.266340678385738,0.006387719732607877,0.006387719732607877
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_corrective,certainty_high,effective_high,26.825536023768258,32.715882644218865,-5.890346620450607,5.890346620450607
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_observational,certainty_high,effective_high,0.9862424692580672,0.9845779016904026,0.0016645675676646432,0.0016645675676646432
3,fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_behavior_guiding,certainty_high,effective_high,1.7667120574399604,1.2880861599405793,0.4786258974993811,0.4786258974993811
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,peak_mean_selfish_ratio,certainty_high,effective_high,0.1236048526863085,0.12268630849220104,0.0009185441941074596,0.0009185441941074596
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_shared_ratio_misinformation,balance,certainty_high,0.8443451349343897,0.8406882891804902,0.0036568457538994625,0.0036568457538994625
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_shared_ratio_corrective,effective_high,certainty_high,3.225669720227779,2.426840802178757,0.798828918049022,0.798828918049022
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_shared_ratio_observational,effective_high,balance,0.2867441000965227,0.27892286319496024,0.007821236901562445,0.007821236901562445
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_shared_ratio_behavior_guiding,certainty_high,effective_high,0.059534538252042586,0.033926714533300324,0.025607823718742262,0.025607823718742262
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_fst_viewed_ratio_misinformation,balance,effective_high,9.280591730626393,9.266340678385738,0.01425105224065426,0.01425105224065426
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_fst_viewed_ratio_corrective,effective_high,certainty_high,32.715882644218865,26.825536023768258,5.890346620450607,5.890346620450607
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_fst_viewed_ratio_observational,balance,effective_high,1.0157079585155842,0.9845779016904026,0.03113005682518155,0.03113005682518155
3,fbdeg_rewire_5p0,rewire_5p0,max_minus_min_strategy,mean_total_fst_viewed_ratio_behavior_guiding,certainty_high,effective_high,1.7667120574399604,1.2880861599405793,0.4786258974993811,0.4786258974993811
4,fbdeg_original,original,effective_high_minus_balance,peak_mean_selfish_ratio,effective_high,balance,0.06552859618717505,0.0656944788313939,-0.00016588264421885102,0.00016588264421885102
4,fbdeg_original,original,effective_high_minus_balance,mean_total_shared_ratio_misinformation,effective_high,balance,0.34363703887100766,0.3447140381282496,-0.0010769992572419174,0.0010769992572419174
4,fbdeg_original,original,effective_high_minus_balance,mean_total_shared_ratio_corrective,effective_high,balance,0.3623793018073781,0.3455186927457291,0.01686060906164899,0.01686060906164899
4,fbdeg_original,original,effective_high_minus_balance,mean_total_shared_ratio_observational,effective_high,balance,0.14165926335872303,0.1487696452129055,-0.007110381854182474,0.007110381854182474
4,fbdeg_original,original,effective_high_minus_balance,mean_total_shared_ratio_behavior_guiding,effective_high,balance,0.2357563753404308,0.23983411735578114,-0.004077742015350327,0.004077742015350327
4,fbdeg_original,original,effective_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,effective_high,balance,2.1733572666501613,2.177076008913097,-0.0037187422629356703,0.0037187422629356703
4,fbdeg_original,original,effective_high_minus_balance,mean_total_fst_viewed_ratio_corrective,effective_high,balance,3.69563753404308,3.6256251547412726,0.07001237930180748,0.07001237930180748
4,fbdeg_original,original,effective_high_minus_balance,mean_total_fst_viewed_ratio_observational,effective_high,balance,0.40933981911655476,0.43378551658641673,-0.02444569746986197,0.02444569746986197
4,fbdeg_original,original,effective_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,effective_high,balance,2.147222084674424,2.1818296608071304,-0.034607576132706264,0.034607576132706264
4,fbdeg_original,original,certainty_high_minus_balance,peak_mean_selfish_ratio,certainty_high,balance,0.06603119584055459,0.0656944788313939,0.00033671700916068636,0.00033671700916068636
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,certainty_high,balance,0.34547660311958406,0.3447140381282496,0.0007625649913344801,0.0007625649913344801
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_shared_ratio_corrective,certainty_high,balance,0.34289923248328796,0.3455186927457291,-0.0026194602624411423,0.0026194602624411423
4,fbdeg_original,original,certainty_high_minus_balance,mean_total_shared_ratio_observational,certainty_high,balance,0.11091854419410745,0.1487696452129055,-0.03785110101879806,0.03785110101879806
