network,variant,contrast,metric,seed_count,mean_diff,std_diff,min_diff,max_diff,mean_abs_diff,positive_seed_count,negative_seed_count,zero_seed_count
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,5,-0.004100519930676327,0.011078484784524398,-0.020188165387471813,0.009645951968307642,0.008450111413715789,2,3,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_fst_viewed_ratio_observational,5,0.04348996779961822,0.0762631668371104,-0.029465489257516908,0.12762250254634278,0.06615078114193211,3,2,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_behavior_guiding,5,0.020667987125526123,0.0008860872140390726,0.019301807378063883,0.021596929933151772,0.020667987125526123,5,0,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_corrective,5,-0.3728596187175043,0.2738510384159131,-0.7664174300569448,-0.06852191136419883,0.3728596187175043,0,5,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_misinformation,5,-0.003250309482545166,0.0005846056303987603,-0.003948997276553734,-0.002446150037137773,0.003250309482545166,0,5,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,mean_total_shared_ratio_observational,5,0.013689225293858676,0.01753704377499063,-0.008056365821919542,0.03142230745059693,0.01691177162262649,4,1,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_balance,peak_mean_selfish_ratio,5,0.0007823718742262953,0.00012174588614156001,0.000643723693983661,0.0009754889824213908,0.0007823718742262953,5,0,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_behavior_guiding,5,0.475897499381035,0.022776332334629515,0.43737311215647434,0.4971948502104482,0.475897499381035,5,0,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_corrective,5,-3.621848972517951,1.4602719013127856,-5.890346620450607,-1.8241693488487272,3.621848972517951,0,5,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_misinformation,5,-0.0017692498143109248,0.011647541015068895,-0.015414706610547668,0.007194850210446191,0.009834612527853536,3,2,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_fst_viewed_ratio_observational,5,0.0899704735876335,0.06454636306625755,0.0016645675676646432,0.14774313740867884,0.0899704735876335,5,0,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_behavior_guiding,5,0.025967813815300816,0.0012643887017875627,0.024134686803664283,0.027316167368160435,0.025967813815300816,5,0,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_corrective,5,-0.40123248328794264,0.23361978782017806,-0.798828918049022,-0.17740777420153497,0.40123248328794264,0,5,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_misinformation,5,-0.0031750433275563373,0.0008896345430715091,-0.004233721218123265,-0.0022604605100271513,0.0031750433275563373,0,5,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,mean_total_shared_ratio_observational,5,0.018726953989552163,0.018220732919144545,-0.006158971764427312,0.04358878057582638,0.02119054269532309,4,1,0
fbdeg_rewire_5p0,rewire_5p0,certainty_high_minus_effective_high,peak_mean_selfish_ratio,5,0.0008576380292151548,0.00021063446595418161,0.000492696211933652,0.001007675167120567,0.0008576380292151548,5,0,0
fbdeg_rewire_5p0,rewire_5p0,effective_high_minus_balance,mean_total_fst_viewed_ratio_behavior_guiding,5,-0.10308838821490465,0.006653087950168531,-0.10958653131963358,-0.09216390195592972,0.10308838821490465,0,5,0
fbdeg_rewire_5p0,rewire_5p0,effective_high_minus_balance,mean_total_fst_viewed_ratio_corrective,5,0.8419430552116858,0.735869534616276,0.0535999009655832,1.9024139638524389,0.8419430552116858,5,0,0
fbdeg_rewire_5p0,rewire_5p0,effective_high_minus_balance,mean_total_fst_viewed_ratio_misinformation,5,-0.0023312701163654024,0.009343077848204949,-0.01425105224065426,0.010269868779401392,0.007665263679128032,2,3,0
fbdeg_rewire_5p0,rewire_5p0,effective_high_minus_balance,mean_total_fst_viewed_ratio_observational,5,-0.04648050578801528,0.09374519538033685,-0.17492968150694665,0.08290150462629375,0.07964110763853278,1,4,0
