trial,state,value,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec
0,TrialState.COMPLETE,0.007180521316969104,auc,optseed2,5202,0.7173947394943179,0.5364652509067006,2.8109627547435e-05,0.007180521316969104,0.030785664089950808,0.00019020847973764347,1303,100,13.03,8,23,12.03,7,22,False,20.846791672054678,20.773543493938632,0.014408566989004612
1,TrialState.COMPLETE,0.0068407061478305865,auc,optseed2,5202,0.6759251717345456,0.7649485353051565,3.654251581166549e-05,0.0068407061478305865,0.030462403373155308,0.00013352073085031623,1332,100,13.32,10,25,12.32,9,24,False,21.587600486003794,21.520637159002945,0.012057679938152432
2,TrialState.COMPLETE,0.006600836234121813,auc,optseed2,5202,0.8238340628322781,0.8327323007575975,2.5298664792691498e-05,0.006600836234121813,0.03036683063949403,0.00013914265635980324,1408,100,14.08,10,23,13.08,9,22,False,22.586482129991055,22.52236910595093,0.012339473003521562
3,TrialState.COMPLETE,0.006929695459930833,auc,optseed2,5202,0.9312385983879216,0.7063250002664025,4.778636683063949e-05,0.006929695459930833,0.030604356992269856,0.00018833450456781447,1366,100,13.66,9,24,12.66,8,23,False,23.988612576038577,23.928690352011472,0.011655405047349632
4,TrialState.COMPLETE,0.006611776390641691,auc,optseed2,5202,0.8391057101229757,0.826215620832766,2.2487702037947998e-05,0.006611776390641691,0.030399156711173582,0.00012883579292574372,1392,100,13.92,9,25,12.92,8,24,False,22.36512763495557,22.300652367062867,0.019009500974789262
5,TrialState.COMPLETE,0.006363172926571642,auc,optseed2,5202,0.814283774261003,0.8641565323800391,2.5298664792691498e-05,0.006363172926571642,0.030323260716795506,9.135628952916374e-05,1513,100,15.13,11,27,14.13,10,26,False,24.175753143965267,24.11564215796534,0.012122120009735227
6,TrialState.COMPLETE,0.006526354977871886,auc,optseed2,5202,0.7036245698617621,0.8528523947205161,3.513703443429374e-05,0.006526354977871886,0.030347153900210824,0.00019208245490747247,1443,100,14.43,10,25,13.43,9,24,False,20.56026033195667,20.499517358024605,0.011661474942229688
7,TrialState.COMPLETE,0.006543579194027793,auc,optseed2,5202,0.6882951133680555,0.8480534303127778,1.9676739283204498e-05,0.006543579194027793,0.03035980323260717,0.00011852892949168425,1444,100,14.44,9,27,13.44,8,26,False,22.767565688001923,22.695643845014274,0.011986479046754539
8,TrialState.COMPLETE,0.006534229927819214,auc,optseed2,5202,0.751427018852457,0.8528923168891178,4.356992269852424e-05,0.006534229927819214,0.030333099086437106,0.00018833450456781447,1426,100,14.26,10,26,13.26,9,25,False,21.08203971805051,21.004499890026636,0.02494991896674037
9,TrialState.COMPLETE,0.006377516529989286,auc,optseed2,5202,0.6761537963093444,0.9203793058358534,2.5298664792691498e-05,0.006377516529989286,0.030379479971890378,0.0001021316467556805,1470,100,14.7,10,24,13.7,9,23,False,23.642141101998277,23.57184106693603,0.017171829007565975
10,TrialState.COMPLETE,0.006194295988015194,auc,optseed2,5202,0.7817014041375738,0.9538683974750926,1.827125790583275e-05,0.006194295988015194,0.03029093464511595,7.96439447177325e-05,1479,100,14.79,10,25,13.79,9,24,False,21.766903704032302,21.703402836923487,0.017118267947807908
11,TrialState.COMPLETE,0.006631274649989209,auc,optseed2,5202,0.6540565166655561,0.8224636001872454,2.3893183415319746e-05,0.006631274649989209,0.030462403373155315,0.00013258374326540173,1392,100,13.92,9,24,12.92,8,23,False,22.862334085977636,22.801508661010303,0.011581833939999342
12,TrialState.COMPLETE,0.006261475178393958,auc,optseed2,5202,0.8599775611019747,0.947504784918774,1.6865776528461e-05,0.006261475178393958,0.030327477160927617,0.0001002576715858515,1475,100,14.75,10,30,13.75,9,29,False,21.099067065049894,21.037521591992117,0.01163357391487807
13,TrialState.COMPLETE,0.006722041536588378,auc,optseed2,5202,0.8707545470343347,0.7633235383506295,2.8109627547434995e-05,0.006722041536588378,0.030494729444834858,0.00012789880534082925,1356,100,13.56,9,25,12.56,8,24,False,21.89271944097709,21.820713215973228,0.017221399932168424
14,TrialState.COMPLETE,0.006338639220868833,auc,optseed2,5202,0.7014441008640686,0.9621009847443218,3.092059030217849e-05,0.006338639220868833,0.0303035839775123,0.00011290700398219723,1479,100,14.79,9,26,13.79,8,25,False,23.548052680911496,23.479238773928955,0.01708276802673936
15,TrialState.COMPLETE,0.006589052136626013,auc,optseed2,5202,0.7269898394622422,0.8259219557847639,2.1082220660576246e-05,0.006589052136626013,0.030444132115249482,0.00011946591707659872,1413,100,14.13,10,25,13.13,9,24,False,22.980393924051896,22.90500767005142,0.019027980975806713
16,TrialState.COMPLETE,0.0069461167793100735,auc,optseed2,5202,0.7081650370484798,0.7386215989815594,2.6704146170063247e-05,0.0069461167793100735,0.030591707659873502,0.00016350433356758024,1360,100,13.6,9,22,12.6,8,21,False,21.760038363048807,21.670490536023863,0.021995724993757904
17,TrialState.COMPLETE,0.006886375457325936,auc,optseed2,5202,0.8114161879518587,0.7810003836547037,2.6704146170063247e-05,0.006886375457325936,0.03052986647926915,0.00017802764113375498,1339,100,13.39,9,24,12.39,8,23,False,22.99199738900643,22.921140297083184,0.01742090203333646
18,TrialState.COMPLETE,0.006374336668837778,auc,optseed2,5202,0.8119424782753506,0.9746680535799264,3.2326071679550243e-05,0.006374336668837778,0.030179901616303587,0.00012696181775591475,1433,100,14.33,10,22,13.33,9,21,False,23.016157977981493,22.95987544604577,0.011660824995487928
19,TrialState.COMPLETE,0.006445252402278057,auc,optseed2,5202,0.7839375644471889,0.8804612013256812,2.389318341531975e-05,0.006445252402278057,0.0303485593815882,0.00011150152260482549,1449,100,14.49,9,24,13.49,8,23,False,22.556324610020965,22.479670242057182,0.01922432193532586
20,TrialState.COMPLETE,0.006235115420803471,auc,optseed2,5202,0.775404642381844,0.9961926988778742,1.40548137737175e-05,0.006235115420803471,0.030220660576247362,0.00010681658468025299,1492,100,14.92,10,25,13.92,9,24,False,21.822299464954995,21.758894289960153,0.011680796043947339
21,TrialState.COMPLETE,0.006967882326972267,auc,optseed2,5202,0.6163825383276719,0.715707297916937,3.513703443429374e-05,0.006967882326972267,0.030629655657062545,0.00016256734598266574,1359,100,13.59,9,30,12.59,8,29,False,22.629803270916454,22.560506679001264,0.017088477965444326
22,TrialState.COMPLETE,0.006337009936154676,auc,optseed2,5202,0.7280213555884834,0.9518565138982797,1.9676739283204498e-05,0.006337009936154676,0.03028952916373858,0.00010681658468025299,1436,100,14.36,10,27,13.36,9,26,False,21.135972602991387,21.059301553992555,0.019218313042074442
23,TrialState.COMPLETE,0.006915363955923343,auc,optseed2,5202,0.7161593746631896,0.6517424755235879,2.3893183415319743e-05,0.006915363955923343,0.03062965565706254,0.00015835090185055048,1398,100,13.98,10,24,12.98,9,23,False,24.75568485399708,24.691705252975225,0.01174810598604381
24,TrialState.COMPLETE,0.007007534473199173,auc,optseed2,5202,0.696617975170538,0.7395418250748769,2.6704146170063243e-05,0.007007534473199173,0.030590302178496134,0.00015788240805809323,1349,100,13.49,9,22,12.49,8,21,False,22.445082250982523,22.380318330950104,0.011616374948062003
25,TrialState.COMPLETE,0.006428152249064156,auc,optseed2,5202,0.8101024438543984,0.9918870073001855,2.2487702037947998e-05,0.006428152249064156,0.030184118060435697,0.00011759194190676974,1491,100,14.91,10,25,13.91,9,24,False,22.466500289039686,22.39173229294829,0.0189661089098081
26,TrialState.COMPLETE,0.006549437989654545,auc,optseed2,5202,0.75052209264276,0.8963832692558026,2.3893183415319746e-05,0.006549437989654545,0.030136331693605065,0.00010728507847271024,1462,100,14.62,10,26,13.62,9,25,False,23.138890690053813,23.066366020939313,0.019142021075822413
27,TrialState.COMPLETE,0.006540896222774628,auc,optseed2,5202,0.6969573676299213,0.9023588148864528,2.1082220660576246e-05,0.006540896222774628,0.030182712579058336,7.964394471773249e-05,1502,100,15.02,11,25,14.02,10,24,False,23.680266834096983,23.61674521700479,0.011752236052416265
28,TrialState.COMPLETE,0.006462371652139345,auc,optseed2,5202,0.799672551584806,0.8698944363137289,2.2487702037948e-05,0.006462371652139345,0.030262825017568523,0.00011759194190676975,1480,100,14.8,10,28,13.8,9,27,False,23.754439413081855,23.693745948956348,0.011632685083895922
29,TrialState.COMPLETE,0.0064468901292629695,auc,optseed2,5202,0.7015178409435503,0.9143177288447173,3.794799718903725e-05,0.0064468901292629695,0.03035418130709769,0.00011009604122745374,1449,100,14.49,10,23,13.49,9,22,False,24.529744995990768,24.46021304104943,0.017103358055464923
30,TrialState.COMPLETE,0.006658530968695302,auc,optseed2,5202,0.8505332923537463,0.8449349491532495,4.216444132115249e-05,0.006658530968695302,0.03037666900913563,0.00014804403841649097,1403,100,14.03,9,28,13.03,8,27,False,22.44817344704643,22.38703644904308,0.011642134981229901
31,TrialState.COMPLETE,0.006389356386510225,auc,optseed2,5202,0.7411467312658602,0.9076241558408061,2.6704146170063247e-05,0.006389356386510225,0.030226282501756862,0.00010166315296322324,1511,100,15.11,11,25,14.11,10,24,False,25.46442313597072,25.38632430101279,0.019220523070544004
32,TrialState.COMPLETE,0.006446833191744428,auc,optseed2,5202,0.7550996759345192,0.9635225374093311,1.6865776528461e-05,0.006446833191744428,0.0302937456078707,0.0001040056219255095,1432,100,14.32,10,32,13.32,9,31,False,24.055165068013594,23.990950913052075,0.011701995972543955
33,TrialState.COMPLETE,0.006437471522350076,auc,optseed2,5202,0.7939336016937225,0.9655590508478067,2.5298664792691495e-05,0.006437471522350076,0.030309205903021788,0.00012696181775591475,1448,100,14.48,10,26,13.48,9,25,False,21.36072129709646,21.286888021975756,0.022083926014602184
34,TrialState.COMPLETE,0.006346500497311349,auc,optseed2,5202,0.7331903859088063,0.9154505851989454,4.075895994378074e-05,0.006346500497311349,0.030355586788475056,0.00011665495432185523,1521,100,15.21,9,25,14.21,8,24,False,25.797547486028634,25.72331406606827,0.022108295932412148
35,TrialState.COMPLETE,0.006297840107008877,auc,optseed2,5202,0.7947469749411018,0.9448376842333999,2.6704146170063247e-05,0.006297840107008877,0.03032185523541813,0.00011384399156711173,1517,100,15.17,10,25,14.17,9,24,False,22.55658013303764,22.484230965026654,0.01913846202660352
36,TrialState.COMPLETE,0.006305505808700758,auc,optseed2,5202,0.7465791927026662,0.9295830677397157,3.2326071679550243e-05,0.006305505808700758,0.030304989458889677,0.00013024127430311547,1504,100,15.04,10,25,14.04,9,24,False,22.83880455396138,22.767953932052478,0.01896317000500858
37,TrialState.COMPLETE,0.006403243290761229,auc,optseed2,5202,0.7320976877193824,0.9667836009169719,2.8109627547434995e-05,0.006403243290761229,0.03027406886858749,0.0001058795970953385,1465,100,14.65,10,27,13.65,9,26,False,21.94857351796236,21.87139005388599,0.01888874894939363
38,TrialState.COMPLETE,0.0065461504080844,auc,optseed2,5202,0.7545835315942454,0.897598864381274,2.8109627547434995e-05,0.0065461504080844,0.03012227687983135,8.374326540173343e-05,1479,100,14.79,10,33,13.79,9,32,False,23.062463415088132,22.992436984088272,0.019125520950183272
39,TrialState.COMPLETE,0.006316331309613827,auc,optseed2,5202,0.745413006051215,0.9569185973631931,3.65425158116655e-05,0.006316331309613827,0.030312016865776528,0.00012696181775591475,1480,100,14.8,10,24,13.8,9,23,False,21.46132398303598,21.39338730601594,0.017463171971030533
40,TrialState.COMPLETE,0.006407087295536257,auc,optseed2,5202,0.8102184342508119,0.9066108270079372,2.8109627547434995e-05,0.006407087295536257,0.0302290934645116,8.901382056687749e-05,1501,100,15.01,11,26,14.01,10,25,False,26.035243599908426,25.960240221000277,0.021641900995746255
41,TrialState.COMPLETE,0.006260613176625783,auc,optseed2,5202,0.7480091879624133,0.9256258724076479,2.3893183415319746e-05,0.006260613176625783,0.030342937456078717,9.463574607636448e-05,1507,100,15.07,10,26,14.07,9,25,False,22.910657905973494,22.842426856048405,0.018467554007656872
42,TrialState.COMPLETE,0.006387546563307104,auc,optseed2,5202,0.715103802690727,0.9233454045534637,1.4054813773717497e-05,0.006387546563307104,0.030376669009135635,9.416725228390723e-05,1479,100,14.79,10,25,13.79,9,24,False,23.23786731704604,23.16259684599936,0.02411800902336836
43,TrialState.COMPLETE,0.00637842833022141,auc,optseed2,5202,0.7647079598710009,0.9812892558047079,2.2487702037947998e-05,0.00637842833022141,0.030143359100491915,0.00011665495432185523,1445,100,14.45,10,23,13.45,9,22,False,21.803860411979258,21.727540786960162,0.018701417022384703
44,TrialState.COMPLETE,0.006614342687681846,auc,optseed2,5202,0.7383701027913778,0.8885603102883659,3.092059030217849e-05,0.006614342687681846,0.030310611384399156,0.00013070976809557273,1453,100,14.53,9,24,13.53,8,23,False,23.033902273979038,22.966042377986014,0.01692213595379144
45,TrialState.COMPLETE,0.006559000538386847,auc,optseed2,5202,0.7451906709994578,0.8857887404880214,3.092059030217849e-05,0.006559000538386847,0.030302178496134927,0.000127430311548372,1456,100,14.56,9,26,13.56,8,25,False,23.906874548993073,23.838508096989244,0.01928431401029229
46,TrialState.COMPLETE,0.006326214279056029,auc,optseed2,5202,0.8044292143153753,0.9748723279861227,3.9353478566408996e-05,0.006326214279056029,0.03017849613492621,0.00012930428671820097,1459,100,14.59,10,24,13.59,9,23,False,22.73440972401295,22.670425251941197,0.01796582795213908
47,TrialState.COMPLETE,0.0063046219370175745,auc,optseed2,5202,0.7778790164893092,0.9465920051459986,2.2487702037947998e-05,0.0063046219370175745,0.030290934645115956,0.00011478097915202623,1467,100,14.67,10,27,13.67,9,26,False,21.54475274903234,21.48327510699164,0.0117400559829548
48,TrialState.COMPLETE,0.0067553458230604916,auc,optseed2,5202,0.716651542156457,0.80296726107942,3.3731553056921995e-05,0.0067553458230604916,0.030451159522136333,0.00011337549777465448,1351,100,13.51,10,26,12.51,9,25,False,20.750731189036742,20.682081792969257,0.01875126699451357
49,TrialState.COMPLETE,0.006370595987349562,auc,optseed2,5202,0.7945350232044233,0.9300946526215461,2.6704146170063247e-05,0.006370595987349562,0.030285312719606473,0.0001002576715858515,1500,100,15.0,10,28,14.0,9,27,False,23.21776981500443,23.144267641939223,0.018750848015770316
50,TrialState.COMPLETE,0.006234192564920322,auc,optseed2,5202,0.7636487992693621,0.9491730280281947,1.4054813773717497e-05,0.006234192564920322,0.030358397751229792,0.00010072616537830874,1455,100,14.55,10,25,13.55,9,24,False,21.147761709988117,21.078476246912032,0.017108988016843796
51,TrialState.COMPLETE,0.006501606160569492,auc,optseed2,5202,0.7721058122189057,0.8929153234428016,2.3893183415319746e-05,0.006501606160569492,0.030267041461700638,0.00011337549777465448,1481,100,14.81,11,24,13.81,10,23,False,24.973060603020713,24.90990133106243,0.011632874957285821
52,TrialState.COMPLETE,0.006411294322513564,auc,optseed2,5202,0.7747495548870004,0.9596328697869012,3.9353478566408996e-05,0.006411294322513564,0.030365425158116653,0.000140548137737175,1411,100,14.11,9,24,13.11,8,23,False,21.76724614703562,21.699173027998768,0.01684436504729092
53,TrialState.COMPLETE,0.006391901912283251,auc,optseed2,5202,0.7892064721574703,0.9986395980330476,2.389318341531975e-05,0.006391901912283251,0.030219255094869987,0.00011478097915202623,1479,100,14.79,10,26,13.79,9,25,False,23.117640163982287,23.056110951001756,0.011856407043524086
54,TrialState.COMPLETE,0.006422603200193717,auc,optseed2,5202,0.7196560569329152,0.9838764553395432,1.827125790583275e-05,0.006422603200193717,0.030179901616303587,0.00010260014054813774,1474,100,14.74,10,25,13.74,9,24,False,22.563606485025957,22.49596838094294,0.01885903801303357
55,TrialState.COMPLETE,0.006260467014629435,auc,optseed2,5202,0.7654572129666574,0.9544413397985425,2.1082220660576246e-05,0.006260467014629435,0.03029093464511595,8.15179198875615e-05,1472,100,14.72,10,25,13.72,9,24,False,21.464466198929586,21.395368369063362,0.017115868045948446
56,TrialState.COMPLETE,0.006416086676351205,auc,optseed2,5202,0.7815092110904398,0.9404113917063077,2.5298664792691498e-05,0.006416086676351205,0.03034293745607871,0.0001433591004919185,1484,100,14.84,10,27,13.84,9,26,False,22.10149620100856,22.033947636955418,0.016946156974881887
57,TrialState.COMPLETE,0.006344784117612937,auc,optseed2,5202,0.7948685626848424,0.9590850746372911,3.092059030217849e-05,0.006344784117612937,0.03035277582572031,0.00011290700398219723,1472,100,14.72,9,27,13.72,8,26,False,21.70673454599455,21.638485886040144,0.017125398037023842
58,TrialState.COMPLETE,0.006233460918664692,auc,optseed2,5202,0.8112349701354162,0.9344221608276242,2.2487702037947998e-05,0.006233460918664692,0.030392129304286728,8.854532677442024e-05,1526,100,15.26,10,27,14.26,9,26,False,23.308641236973926,23.238295761984773,0.018675045925192535
59,TrialState.COMPLETE,0.006292510020135382,auc,optseed2,5202,0.7620725593440724,0.9493543188550451,1.6865776528460998e-05,0.006292510020135382,0.030358397751229792,0.00010822206605762474,1442,100,14.42,10,24,13.42,9,23,False,21.59386750892736,21.522335089975968,0.018696825951337814
60,TrialState.COMPLETE,0.0062258708495123724,auc,optseed2,5202,0.77338860220622,0.9508534346930624,1.546029515108925e-05,0.0062258708495123724,0.030328882642304992,9.229327711407824e-05,1458,100,14.58,10,23,13.58,9,22,False,21.18424628197681,21.11343266197946,0.018924948992207646
61,TrialState.COMPLETE,0.006393824136595188,auc,optseed2,5202,0.789199347375173,0.9601869862020117,3.3731553056922e-05,0.006393824136595188,0.030356992269852424,0.000123682361208714,1439,100,14.39,9,27,13.39,8,26,False,22.61444134300109,22.537770275957882,0.018732476979494095
62,TrialState.COMPLETE,0.006287553306545,auc,optseed2,5202,0.7746817137432348,0.9449544875879827,1.4054813773717497e-05,0.006287553306545,0.03032185523541813,0.0001021316467556805,1516,100,15.16,10,24,14.16,9,23,False,22.228393830009736,22.155748568009585,0.021880713989958167
63,TrialState.COMPLETE,0.006226968376026138,auc,optseed2,5202,0.7827568328126763,0.970615948924834,2.5298664792691495e-05,0.006226968376026138,0.030230498945888966,0.00010915905364253924,1511,100,15.11,10,26,14.11,9,25,False,21.08301175897941,21.011295708012767,0.018937968998216093
64,TrialState.COMPLETE,0.006391788453763329,auc,optseed2,5202,0.7767825671201155,0.9359185881537805,2.8109627547434995e-05,0.006391788453763329,0.030349964862965574,8.948231435933474e-05,1450,100,14.5,10,22,13.5,9,21,False,23.15075639798306,23.080874728038907,0.018511294038034976
65,TrialState.COMPLETE,0.006309593843283486,auc,optseed2,5202,0.7776621819539793,0.9519144127775174,2.5298664792691495e-05,0.006309593843283486,0.030307800421644413,9.744670883110799e-05,1450,100,14.5,10,24,13.5,9,23,False,21.37061413191259,21.29768947698176,0.019108081003651023
66,TrialState.COMPLETE,0.006366349188930119,auc,optseed2,5202,0.794766293609048,0.9442533938531128,1.4054813773717497e-05,0.006366349188930119,0.03032185523541813,0.00011759194190676974,1504,100,15.04,10,25,14.04,9,24,False,22.450790216913447,22.38220159302,0.017228559940122068
67,TrialState.COMPLETE,0.006311684948631963,auc,optseed2,5202,0.7832444743157698,0.9754083616307385,3.2326071679550243e-05,0.006311684948631963,0.030186929023190444,0.00012133989224642774,1462,100,14.62,10,24,13.62,9,23,False,22.842412735917605,22.76698438101448,0.01688722602557391
68,TrialState.COMPLETE,0.0062885924863763975,auc,optseed2,5202,0.7917076595960681,0.9480897133348056,1.6865776528460998e-05,0.0062885924863763975,0.03032466619817287,8.995080815179199e-05,1456,100,14.56,10,26,13.56,9,25,False,21.29537463898305,21.225390558014624,0.01672148401848972
69,TrialState.COMPLETE,0.006430227514358439,auc,optseed2,5202,0.7952725008407238,0.9929171592322608,2.389318341531975e-05,0.006430227514358439,0.030188334504567812,0.0001002576715858515,1470,100,14.7,10,23,13.7,9,22,False,22.329116908018477,22.258240367053077,0.018967969925142825
70,TrialState.COMPLETE,0.006373296043696737,auc,optseed2,5202,0.7661423468213002,0.9359698451018519,2.5298664792691498e-05,0.006373296043696737,0.030356992269852428,9.229327711407824e-05,1456,100,14.56,10,22,13.56,9,21,False,22.88706255296711,22.810636686976068,0.017099058022722602
71,TrialState.COMPLETE,0.0062439469950258146,auc,optseed2,5202,0.7740162534023012,0.9584325535955479,2.8109627547434995e-05,0.0062439469950258146,0.03035277582572031,9.27617709065355e-05,1501,100,15.01,10,25,14.01,9,24,False,22.27902257698588,22.21018630999606,0.01918596203904599
72,TrialState.COMPLETE,0.006229474769237032,auc,optseed2,5202,0.7900055536293653,0.9585641684143142,3.2326071679550243e-05,0.006229474769237032,0.03035277582572031,0.00011197001639728274,1509,100,15.09,9,25,14.09,8,24,False,22.962013971060514,22.890278219943866,0.017023407039232552
73,TrialState.COMPLETE,0.006377835508485708,auc,optseed2,5202,0.7683678448042488,0.9600280771797025,2.6704146170063247e-05,0.006377835508485708,0.030365425158116657,0.00011243851018973998,1452,100,14.52,9,27,13.52,8,26,False,22.96594941697549,22.88950378098525,0.019249852979555726
74,TrialState.COMPLETE,0.0062861166136363115,auc,optseed2,5202,0.7989650353274356,0.9684591948869786,2.1082220660576246e-05,0.0062861166136363115,0.030254392129304294,0.000104942609510424,1447,100,14.47,10,24,13.47,9,23,False,21.850933267036453,21.76944642199669,0.023636944009922445
75,TrialState.COMPLETE,0.00623719094445855,auc,optseed2,5202,0.7987756439974316,0.9705741319425041,2.8109627547435e-05,0.00623719094445855,0.030230498945888966,0.00010962754743499649,1507,100,15.07,10,26,14.07,9,25,False,20.743028289987706,20.67286176700145,0.019335184013471007
76,TrialState.COMPLETE,0.006304843386821227,auc,optseed2,5202,0.7971351450879112,0.961187556802406,1.827125790583275e-05,0.006304843386821227,0.030317638791286017,9.838369641602249e-05,1456,100,14.56,9,24,13.56,8,23,False,21.773676602053456,21.700063979020342,0.016948906937614083
77,TrialState.COMPLETE,0.00639931381599973,auc,optseed2,5202,0.7906251441374287,0.9627177917728796,2.2487702037947995e-05,0.00639931381599973,0.030317638791286017,0.00012321386741625674,1455,100,14.55,9,27,13.55,8,26,False,23.69754419394303,23.62675678404048,0.01871521701104939
78,TrialState.COMPLETE,0.006291887742326464,auc,optseed2,5202,0.8103869376460322,0.9796754026507282,3.65425158116655e-05,0.006291887742326464,0.030143359100491915,9.7446708831108e-05,1428,100,14.28,10,22,13.28,9,21,False,22.257612989051268,22.178307989961468,0.019159951945766807
79,TrialState.COMPLETE,0.006299752029052146,auc,optseed2,5202,0.7824922028151007,0.9977827463654538,1.9676739283204498e-05,0.006299752029052146,0.030231904427266337,7.6832981962989e-05,1508,100,15.08,10,25,14.08,9,24,False,22.66025712399278,22.587108187028207,0.018633355968631804
80,TrialState.COMPLETE,0.0065056535113398786,auc,optseed2,5202,0.7780600738425254,0.9823016216068818,2.8109627547434995e-05,0.0065056535113398786,0.030181307097680955,0.00011290700398219723,1474,100,14.74,10,24,13.74,9,23,False,23.383127260953188,23.320057038916275,0.011697476031258702
81,TrialState.COMPLETE,0.006448827350311586,auc,optseed2,5202,0.805105887445428,0.9838392492832936,2.2487702037947995e-05,0.006448827350311586,0.030164441321152494,0.00011571796673694073,1458,100,14.58,10,23,13.58,9,22,False,23.21134625992272,23.14021813601721,0.019335254095494747
82,TrialState.COMPLETE,0.006322114113293304,auc,optseed2,5202,0.8071762796786511,0.9791386143331958,1.827125790583275e-05,0.006322114113293304,0.030141953619114547,9.978917779339425e-05,1428,100,14.28,10,24,13.28,9,23,False,21.115975930937566,21.045724657014944,0.019189741928130388
83,TrialState.COMPLETE,0.006214015850494609,auc,optseed2,5202,0.8034451058651868,0.9948800023651512,2.389318341531975e-05,0.006214015850494609,0.030238931834153195,9.323026469899273e-05,1520,100,15.2,10,25,14.2,9,24,False,22.46645901899319,22.393654464976862,0.01724176004063338
84,TrialState.COMPLETE,0.006508151125383575,auc,optseed2,5202,0.7680747839390978,0.9846874047864493,1.6865776528460998e-05,0.006508151125383575,0.03017146872803935,0.00011103302881236824,1457,100,14.57,10,23,13.57,9,22,False,22.214429699000902,22.14463739003986,0.018949988996610045
85,TrialState.COMPLETE,0.006367667521103459,auc,optseed2,5202,0.7869655959469446,0.9734421866428508,3.2326071679550243e-05,0.006367667521103459,0.030205200281096273,0.00012227687983134224,1444,100,14.44,10,24,13.44,9,23,False,22.956282465020195,22.890675783972256,0.011742876027710736
