dataset,network,strategy,strategy_label,info_label,info_name,mean_num_shared,mean_total_shared_ratio,mean_num_viewed,mean_total_viewed_ratio,mean_num_fst_viewed,mean_total_fst_viewed_ratio,cluster_level,triad_probability,requested_seed,actual_seed,config_path,graph_path,num_nodes,num_edges,avg_degree,avg_clustering,transitivity,largest_connected_component_ratio,max_degree
powerlaw_cluster,plc_low_seed1,effective_high,"Effectiveness high (0.5, 0.9)",0,misinformation,400.43,0.40043,4302.53,4.30253,2288.99,2.2889899999999996,low,0.0,20261518,20261518,v2/test_2/network/network-plc_low_seed1.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed1/edgelist.txt,1000,9900,19.8,0.059700986215276204,0.05301696255300798,1.0,138
powerlaw_cluster,plc_low_seed1,effective_high,"Effectiveness high (0.5, 0.9)",1,corrective,894.02,0.89402,10398.28,10.398280000000002,6023.19,6.02319,low,0.0,20261518,20261518,v2/test_2/network/network-plc_low_seed1.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed1/edgelist.txt,1000,9900,19.8,0.059700986215276204,0.05301696255300798,1.0,138
powerlaw_cluster,plc_low_seed1,effective_high,"Effectiveness high (0.5, 0.9)",2,observational,317.9642857142857,0.31796428571428575,3170.035714285714,3.170035714285714,995.4642857142857,0.9954642857142857,low,0.0,20261518,20261518,v2/test_2/network/network-plc_low_seed1.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed1/edgelist.txt,1000,9900,19.8,0.059700986215276204,0.05301696255300798,1.0,138
powerlaw_cluster,plc_low_seed1,effective_high,"Effectiveness high (0.5, 0.9)",3,behavior-guiding,151.1,0.15109999999999998,2109.6,2.1096,1744.03,1.74403,low,0.0,20261518,20261518,v2/test_2/network/network-plc_low_seed1.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed1/edgelist.txt,1000,9900,19.8,0.059700986215276204,0.05301696255300798,1.0,138
powerlaw_cluster,plc_low_seed2,balance,"Balance (0.8, 0.8)",0,misinformation,418.38,0.41838000000000003,4501.7,4.5017,2408.04,2.40804,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,balance,"Balance (0.8, 0.8)",1,corrective,800.72,0.8007200000000001,9185.76,9.18576,5481.86,5.48186,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,balance,"Balance (0.8, 0.8)",2,observational,316.2857142857143,0.3162857142857143,3168.214285714286,3.168214285714286,937.25,0.93725,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,balance,"Balance (0.8, 0.8)",3,behavior-guiding,160.86,0.16086000000000003,2171.46,2.17146,1796.09,1.79609,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",0,misinformation,419.49,0.41949000000000003,4509.43,4.50943,2416.59,2.4165900000000002,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
powerlaw_cluster,plc_low_seed2,certainty_high,"Certainty high (0.9, 0.5)",1,corrective,641.38,0.6413800000000001,7342.23,7.34223,4645.02,4.645020000000001,low,0.0,20262518,20262518,v2/test_2/network/network-plc_low_seed2.toml,v2/test_2/network/powerlaw_cluster/plc_low_seed2/edgelist.txt,1000,9900,19.8,0.05653844878733256,0.05349430223762231,1.0,160
